Ref,section,rx_name,ab_name,control_var_name,WT,control_upper_ic50,as_wildtype,assay_name,assay_name,mAb,cellline,assay
Ma22,Figure 2b,Sotrovimab,Sotrovimab,A,412,100000,1,Virus isolate,AV,SOT,Vero,
Meng22,Figure 1a,REGN10933,Casirivimab,Delta,4.7,10000,0,Virus isolate,AV,CAS,HOS,ACE2-TMPRSS2
Meng22,Figure 1a,REGN10933+REGN10987,Casirivimab/Imdevimab,Delta,4.8,10000,0,Virus isolate,AV,CAS/IMD,HOS,ACE2-TMPRSS2
Meng22,Figure 1a,REGN10987,Imdevimab,Delta,7,10000,0,Virus isolate,AV,IMD,HOS,ACE2-TMPRSS2
Ohashi22,Table 1,Casirivimab,Casirivimab,A,13.9,10000,1,Virus isolate,AV,CAS,Vero,TMPRSS2
Ohashi22,Table 1,Imdevimab,Imdevimab,A,12.5,10000,1,Virus isolate,AV,IMD,Vero,TMPRSS2
Ohashi22,Table 1,S309,Sotrovimab,A,158.7,10000,1,Virus isolate,AV,SOT,Vero,TMPRSS2
Pelzek22,Extended Table 1,Sotrovimab,Sotrovimab,B,3819,10000,1,Pseudovirus,PV,SOT,,
Planas21c,Extended Data Fig 4,Adintrevimab,Adintrevimab,Delta,19.6,9000,0,Virus isolate,AV,ADG20,U2OS,ACE2
Planas21c,Extended Data Fig 4,BAM+ETE,Bamlanivimab/Etesevimab,Delta,20.5,9000,0,Virus isolate,AV,BAM/ETE,U2OS,ACE2
Planas21c,Extended Data Fig 4,Casirivimab,Casirivimab,Delta,3.1,9000,0,Virus isolate,AV,CAS,U2OS,ACE2
Planas21c,Extended Data Fig 4,Cilgavimab,Cilgavimab,Delta,50.3,9000,0,Virus isolate,AV,CIL,U2OS,ACE2
Planas21c,Extended Data Fig 4,Etesevimab,Etesevimab,Delta,15.4,9000,0,Virus isolate,AV,ETE,U2OS,ACE2
Planas21c,Extended Data Fig 4,Evusheld,Cilgavimab/Tixagevimab,Delta,13.4,9000,0,Virus isolate,AV,CIL/TIX,U2OS,ACE2
Planas21c,Extended Data Fig 4,Imdevimab,Imdevimab,Delta,6.5,9000,0,Virus isolate,AV,IMD,U2OS,ACE2
Planas21c,Extended Data Fig 4,Regdanvimab,Regdanvimab,Delta,86.6,9000,0,Virus isolate,AV,REG,U2OS,ACE2
Planas21c,Extended Data Fig 4,Ronapreve,Casirivimab/Imdevimab,Delta,7.6,9000,0,Virus isolate,AV,CAS/IMD,U2OS,ACE2
Planas21c,Extended Data Fig 4,Sotrovimab,Sotrovimab,Delta,325,9000,0,Virus isolate,AV,SOT,U2OS,ACE2
Planas21c,Extended Data Fig 4,Tixagevimab,Tixagevimab,Delta,18.3,9000,0,Virus isolate,AV,TIX,U2OS,ACE2
Rothenberger21,V4 Table 2,AZD1061,Cilgavimab,B,5.5,1000,1,Pseudovirus (VSV),PV,CIL,Vero,
Rothenberger21,V4 Table 2,AZD8895,Tixagevimab,B,0.6,1000,1,Pseudovirus (VSV),PV,TIX,Vero,
Rothenberger21,V4 Table 2,BRII-196,Amubarvimab,B,9.5,1000,1,Pseudovirus (VSV),PV,BRII-196,Vero,
Rothenberger21,V4 Table 2,BRII-198,Romlusevimab,B,52,1000,1,Pseudovirus (VSV),PV,BRII-198,Vero,
Rothenberger21,V4 Table 2,LY-CoV016,Etesevimab,B,6.4,1000,1,Pseudovirus (VSV),PV,ETE,Vero,
Rothenberger21,V4 Table 2,LY-CoV555,Bamlanivimab,B,13,1000,1,Pseudovirus (VSV),PV,BAM,Vero,
Rothenberger21,V4 Table 2,REGN10933,Casirivimab,B,3.2,1000,1,Pseudovirus (VSV),PV,CAS,Vero,
Rothenberger21,V4 Table 2,REGN10987,Imdevimab,B,3.3,1000,1,Pseudovirus (VSV),PV,IMD,Vero,
Rothenberger21,V4 Table 2,S309,Sotrovimab,B,23,1000,1,Pseudovirus (VSV),PV,SOT,Vero,
Schulz22,Table 1,AZD1061,Cilgavimab,B.1,14,10000,1,Pseudovirus (VSV),PV,CIL,Vero,
Schulz22,Table 1,AZD8895,Tixagevimab,B.1,5,10000,1,Pseudovirus (VSV),PV,TIX,Vero,
Sheward22,Table 2,LY-CoV16,Etesevimab,B.1,40,10000,1,Pseudovirus (HIV),PV,ETE,293T,ACE2
Sheward22,Table 2,LY-CoV555,Bamlanivimab,B.1,7,10000,1,Pseudovirus (HIV),PV,BAM,293T,ACE2
Sheward22,Table 2,REGN10933,Casirivimab,B.1,9,10000,1,Pseudovirus (HIV),PV,CAS,293T,ACE2
Sheward22,Table 2,REGN10987,Imdevimab,B.1,8,10000,1,Pseudovirus (HIV),PV,IMD,293T,ACE2
Sheward22,Table 2,S309,Sotrovimab,B.1,100,10000,1,Pseudovirus (HIV),PV,SOT,293T,ACE2
Syed21,Table 2,Casirivimab,Casirivimab,B.1,36,1000,1,VLP,PV,CAS,,
Syed21,Table 2,Imdevimab,Imdevimab,B.1,34,1000,1,VLP,PV,IMD,,
Tada21f,Figure 2D,BAM+ETE,Bamlanivimab/Etesevimab,B.1,2.2,5000,1,Pseudovirus (lentivirus),PV,BAM/ETE,293T,ACE2
Tada21f,Figure 2D,Bamlanivimab,Bamlanivimab,B.1,0.8,5000,1,Pseudovirus (lentivirus),PV,BAM,293T,ACE2
Tada21f,Figure 2D,Casirivimab,Casirivimab,B.1,2.1,5000,1,Pseudovirus (lentivirus),PV,CAS,293T,ACE2
Tada21f,Figure 2D,Etesevimab,Etesevimab,B.1,5.5,5000,1,Pseudovirus (lentivirus),PV,ETE,293T,ACE2
Tada21f,Figure 2D,Imdevimab,Imdevimab,B.1,2.1,5000,1,Pseudovirus (lentivirus),PV,IMD,293T,ACE2
Tada21f,Figure 2D,REGN-COV2,Casirivimab/Imdevimab,B.1,0.8,5000,1,Pseudovirus (lentivirus),PV,CAS/IMD,293T,ACE2
Tada21f,Figure 2D,Sotrovimab,Sotrovimab,B.1,16.6,5000,1,Pseudovirus (lentivirus),PV,SOT,293T,ACE2
Takashita22,Table 1,Bamlanivimab,Bamlanivimab,A,4.69,50000,1,Virus isolate,AV,BAM,Vero,TMPRSS2
Takashita22,Table 1,COV2-2130,Cilgavimab,A,7.7,50000,1,Virus isolate,AV,CIL,Vero,TMPRSS2
Takashita22,Table 1,COV2-2196,Tixagevimab,A,1.92,50000,1,Virus isolate,AV,TIX,Vero,TMPRSS2
Takashita22,Table 1,COV2-2196 + COV2-2130,Cilgavimab/Tixagevimab,A,3.42,10000,1,Virus isolate,AV,CIL/TIX,Vero,TMPRSS2
Takashita22,Table 1,Casirivimab,Casirivimab,A,2.79,50000,1,Virus isolate,AV,CAS,Vero,TMPRSS2
Takashita22,Table 1,Etesevimab,Etesevimab,A,18.19,50000,1,Virus isolate,AV,ETE,Vero,TMPRSS2
Takashita22,Table 1,Imdevimab,Imdevimab,A,3.05,50000,1,Virus isolate,AV,IMD,Vero,TMPRSS2
Takashita22,Table 1,LY-CoV016 + LY-CoV555,Bamlanivimab/Etesevimab,A,12.6,10000,1,Virus isolate,AV,BAM/ETE,Vero,TMPRSS2
Takashita22,Table 1,REGN10987 + REGN10933,Casirivimab/Imdevimab,A,3.53,10000,1,Virus isolate,AV,CAS/IMD,Vero,TMPRSS2
Takashita22,Table 1,S309,Sotrovimab,A,27.33,50000,1,Virus isolate,AV,SOT,Vero,TMPRSS2
Takashita22b,Table 1,Bamlanivimab,Bamlanivimab,A,4.69,50000,1,Virus isolate,AV,BAM,Vero,TMPRSS2
Takashita22b,Table 1,COV2-2196 + COV2-2130,Cilgavimab/Tixagevimab,A,3.42,10000,1,Virus isolate,AV,CIL/TIX,Vero,TMPRSS2
Takashita22b,Table 1,Casirivimab,Casirivimab,A,2.79,50000,1,Virus isolate,AV,CAS,Vero,TMPRSS2
Takashita22b,Table 1,Cilgavimab,Cilgavimab,A,7.7,50000,1,Virus isolate,AV,CIL,Vero,TMPRSS2
Takashita22b,Table 1,Etesevimab,Etesevimab,A,18.19,50000,1,Virus isolate,AV,ETE,Vero,TMPRSS2
Takashita22b,Table 1,Imdevimab,Imdevimab,A,3.05,50000,1,Virus isolate,AV,IMD,Vero,TMPRSS2
Takashita22b,Table 1,LY-CoV016 + LY-CoV555,Bamlanivimab/Etesevimab,A,12.6,10000,1,Virus isolate,AV,BAM/ETE,Vero,TMPRSS2
Takashita22b,Table 1,REGN10987 + REGN10933,Casirivimab/Imdevimab,A,3.53,10000,1,Virus isolate,AV,CAS/IMD,Vero,TMPRSS2
Takashita22b,Table 1,Sotrovimab,Sotrovimab,A,27.33,50000,1,Virus isolate,AV,SOT,Vero,TMPRSS2
Takashita22b,Table 1,Tixagevimab,Tixagevimab,A,1.92,50000,1,Virus isolate,AV,TIX,Vero,TMPRSS2
Touret22,"Figure 1, Table 1",Bamlanivimab,Bamlanivimab,B.1,13,1000,1,Virus isolate,AV,BAM,Vero,TMPRSS2
Touret22,"Figure 1, Table 1",Casirivimab,Casirivimab,B.1,8,1000,1,Virus isolate,AV,CAS,Vero,TMPRSS2
Touret22,"Figure 1, Table 1",Cilgavimab,Cilgavimab,B.1,93,5000,1,Virus isolate,AV,CIL,Vero,TMPRSS2
Touret22,"Figure 1, Table 1",Etesevimab,Etesevimab,B.1,49,1000,1,Virus isolate,AV,ETE,Vero,TMPRSS2
Touret22,"Figure 1, Table 1",Evusheld,Cilgavimab/Tixagevimab,B.1,35,5000,1,Virus isolate,AV,CIL/TIX,Vero,TMPRSS2
Touret22,"Figure 1, Table 1",Imdevimab,Imdevimab,B.1,9,1000,1,Virus isolate,AV,IMD,Vero,TMPRSS2
Touret22,"Figure 1, Table 1",Regdanvimab,Regdanvimab,B.1,13,1000,1,Virus isolate,AV,REG,Vero,TMPRSS2
Touret22,"Figure 1, Table 1",Sotrovimab,Sotrovimab,B.1,89,1000,1,Virus isolate,AV,SOT,Vero,TMPRSS2
Touret22,"Figure 1, Table 1",Tixagevimab,Tixagevimab,B.1,26,5000,1,Virus isolate,AV,TIX,Vero,TMPRSS2
Touret22b,Table 1,Cilgavimab,Cilgavimab,B.1,32.8,5000,1,Virus isolate,AV,CIL,Vero,TMPRSS2
Touret22b,Table 1,Evusheld,Cilgavimab/Tixagevimab,B.1,27,5000,1,Virus isolate,AV,CIL/TIX,Vero,TMPRSS2
Touret22b,Table 1,Sotrovimab,Sotrovimab,B.1,55.2,1000,1,Virus isolate,AV,SOT,Vero,TMPRSS2
Touret22b,Table 1,Tixagevimab,Tixagevimab,B.1,18.3,5000,1,Virus isolate,AV,TIX,Vero,TMPRSS2
VanBlargan22,Figure 2g,COV2-2130,Cilgavimab,B.1,32,10000,1,Virus isolate,AV,CIL,Vero,TMPRSS2
VanBlargan22,Figure 2g,COV2-2196,Tixagevimab,B.1,6,10000,1,Virus isolate,AV,TIX,Vero,TMPRSS2
VanBlargan22,Figure 2g,COV2-2196+COV2-2130,Cilgavimab/Tixagevimab,B.1,12,10000,1,Virus isolate,AV,CIL/TIX,Vero,TMPRSS2
VanBlargan22,Figure 2g,CT-P59,Regdanvimab,B.1,2,10000,1,Virus isolate,AV,REG,Vero,TMPRSS2
VanBlargan22,Figure 2g,LY-CoV016,Etesevimab,B.1,72,10000,1,Virus isolate,AV,ETE,Vero,TMPRSS2
VanBlargan22,Figure 2g,LY-CoV555,Bamlanivimab,B.1,10,10000,1,Virus isolate,AV,BAM,Vero,TMPRSS2
VanBlargan22,Figure 2g,LY-CoV555+LY-CoV016,Bamlanivimab/Etesevimab,B.1,19,10000,1,Virus isolate,AV,BAM/ETE,Vero,TMPRSS2
VanBlargan22,Figure 2g,REGN10933,Casirivimab,B.1,11,10000,1,Virus isolate,AV,CAS,Vero,TMPRSS2
VanBlargan22,Figure 2g,REGN10987,Imdevimab,B.1,31,10000,1,Virus isolate,AV,IMD,Vero,TMPRSS2
VanBlargan22,Figure 2g,REGN10987+REGN10933,Casirivimab/Imdevimab,B.1,9,10000,1,Virus isolate,AV,CAS/IMD,Vero,TMPRSS2
VanBlargan22,Figure 2g,S309,Sotrovimab,B.1,202,10000,1,Virus isolate,AV,SOT,Vero,TMPRSS2
VanBlargan22,Figure 3g,COV2-2130_2,Cilgavimab,B.1,40,10000,1,Virus isolate,AV,CIL,Vero,ACE2-TMPRSS2
VanBlargan22,Figure 3g,COV2-2196+COV2-2130_2,Cilgavimab/Tixagevimab,B.1,16,10000,1,Virus isolate,AV,CIL/TIX,Vero,ACE2-TMPRSS2
VanBlargan22,Figure 3g,COV2-2196_2,Tixagevimab,B.1,8,10000,1,Virus isolate,AV,TIX,Vero,ACE2-TMPRSS2
VanBlargan22,Figure 3g,CT-P59_2,Regdanvimab,B.1,3,10000,1,Virus isolate,AV,REG,Vero,ACE2-TMPRSS2
VanBlargan22,Figure 3g,LY-CoV016_2,Etesevimab,B.1,50,10000,1,Virus isolate,AV,ETE,Vero,ACE2-TMPRSS2
VanBlargan22,Figure 3g,LY-CoV555+LY-CoV016_2,Bamlanivimab/Etesevimab,B.1,25,10000,1,Virus isolate,AV,BAM/ETE,Vero,ACE2-TMPRSS2
VanBlargan22,Figure 3g,LY-CoV555_2,Bamlanivimab,B.1,14,10000,1,Virus isolate,AV,BAM,Vero,ACE2-TMPRSS2
VanBlargan22,Figure 3g,REGN10933_2,Casirivimab,B.1,14,10000,1,Virus isolate,AV,CAS,Vero,ACE2-TMPRSS2
VanBlargan22,Figure 3g,REGN10987+REGN10933_2,Casirivimab/Imdevimab,B.1,11,10000,1,Virus isolate,AV,CAS/IMD,Vero,ACE2-TMPRSS2
VanBlargan22,Figure 3g,REGN10987_2,Imdevimab,B.1,42,10000,1,Virus isolate,AV,IMD,Vero,ACE2-TMPRSS2
VanBlargan22,Figure 3g,S309_2,Sotrovimab,B.1,1168,10000,1,Virus isolate,AV,SOT,Vero,ACE2-TMPRSS2
Wang22,Figure 2,ADG-2,Adintrevimab,B.1,2.5,10000,1,Pseudovirus (VSV),PV,ADG20,Vero,
Wang22,Figure 2,COV2-2130,Cilgavimab,B.1,2,10000,1,Pseudovirus (VSV),PV,CIL,Vero,
Wang22,Figure 2,COV2-2196,Tixagevimab,B.1,0.9,10000,1,Pseudovirus (VSV),PV,TIX,Vero,
Wang22,Figure 2,CT-P59,Regdanvimab,B.1,0.8,10000,1,Pseudovirus (VSV),PV,REG,Vero,
Wang22,Figure 2,LY-CoV016,Etesevimab,B.1,6.9,10000,1,Pseudovirus (VSV),PV,ETE,Vero,
Wang22,Figure 2,LY-CoV555,Bamlanivimab,B.1,2.2,10000,1,Pseudovirus (VSV),PV,BAM,Vero,
Wang22,Figure 2,REGN10933,Casirivimab,B.1,2,10000,1,Pseudovirus (VSV),PV,CAS,Vero,
Wang22,Figure 2,REGN10987,Imdevimab,B.1,2.8,10000,1,Pseudovirus (VSV),PV,IMD,Vero,
Wang22,Figure 2,S309,Sotrovimab,B.1,8.4,10000,1,Pseudovirus (VSV),PV,SOT,Vero,
Wang22b,Figure 1B,REGN10987,Imdevimab,B,2.3,10000,1,Pseudovirus (HIV),PV,IMD,293T,ACE2
Wang22b,Figure 1B,S309,Sotrovimab,B,30.8,10000,1,Pseudovirus (HIV),PV,SOT,293T,ACE2
Wang22c,Supplmentary Table 2,AZD8895,Tixagevimab,B,5,10000,1,Pseudovirus (VSV),PV,TIX,Huh-7,
Wang22c,Supplmentary Table 2,LY-CoV016,Etesevimab,B,19,10000,1,Pseudovirus (VSV),PV,ETE,Huh-7,
Wang22c,Supplmentary Table 2,REGN10987,Imdevimab,B,13,10000,1,Pseudovirus (VSV),PV,IMD,Huh-7,
Wang22c,Supplmentary Table 2,VIR-7831,Sotrovimab,B,68,10000,1,Pseudovirus (VSV),PV,SOT,Huh-7,
Westendorf21,Table 3B,LY-CoV1404_T3B,Bebtelovimab,A,3,10000,1,Pseudovirus (VSV),PV,BEB,293T,ACE2-TMPRSS2
Westendorf21,Table 3D,ADG2,Adintrevimab,B.1,5.1,10000,1,Pseudovirus,PV,ADG20,293T,ACE2-TMPRSS2
Westendorf21,Table 3D,ADG2_2,Adintrevimab,B.1,5.8,10000,1,Pseudovirus,PV,ADG20,293T,ACE2-TMPRSS2
Westendorf21,Table 3D,C135,C135,B.1,10.8,10000,1,Pseudovirus,PV,C135,293T,ACE2-TMPRSS2
Westendorf21,Table 3D,C135_2,C135,B.1,10,10000,1,Pseudovirus,PV,C135,293T,ACE2-TMPRSS2
Westendorf21,Table 3D,C144,C144,B.1,4.1,10000,1,Pseudovirus,PV,C144,293T,ACE2-TMPRSS2
Westendorf21,Table 3D,C144_2,C144,B.1,3.7,10000,1,Pseudovirus,PV,C144,293T,ACE2-TMPRSS2
Westendorf21,Table 3D,CB6,Etesevimab,B.1,31,10000,1,Pseudovirus,PV,ETE,293T,ACE2-TMPRSS2
Westendorf21,Table 3D,COV2-2130,Cilgavimab,B.1,3.7,10000,1,Pseudovirus,PV,CIL,293T,ACE2-TMPRSS2
Westendorf21,Table 3D,COV2-2130_2,Cilgavimab,B.1,4.7,10000,1,Pseudovirus,PV,CIL,293T,ACE2-TMPRSS2
Westendorf21,Table 3D,COV2-2196,Tixagevimab,B.1,2,10000,1,Pseudovirus,PV,TIX,293T,ACE2-TMPRSS2
Westendorf21,Table 3D,COV2-2196_2,Tixagevimab,B.1,1.1,10000,1,Pseudovirus,PV,TIX,293T,ACE2-TMPRSS2
Westendorf21,Table 3D,CT-P59_2,Regdanvimab,B.1,1.5,10000,1,Pseudovirus,PV,REG,293T,ACE2-TMPRSS2
Westendorf21,Table 3D,LY-COV555,Bamlanivimab,B.1,3.4,10000,1,Pseudovirus,PV,BAM,293T,ACE2-TMPRSS2
Westendorf21,Table 3D,LY-CoV016_2,Etesevimab,B.1,28,10000,1,Pseudovirus,PV,ETE,293T,ACE2-TMPRSS2
Westendorf21,Table 3D,LY-CoV1404_T3D,Bebtelovimab,B.1,2.7,10000,1,Pseudovirus,PV,BEB,293T,ACE2-TMPRSS2
Westendorf21,Table 3D,LY-CoV1404_T3D_2,Bebtelovimab,B.1,3,10000,1,Pseudovirus,PV,BEB,293T,ACE2-TMPRSS2
Westendorf21,Table 3D,LY-CoV555_2,Bamlanivimab,B.1,3.7,10000,1,Pseudovirus,PV,BAM,293T,ACE2-TMPRSS2
Westendorf21,Table 3D,REGN10933,Casirivimab,B.1,5.2,10000,1,Pseudovirus,PV,CAS,293T,ACE2-TMPRSS2
Westendorf21,Table 3D,REGN10933_2,Casirivimab,B.1,7.9,10000,1,Pseudovirus,PV,CAS,293T,ACE2-TMPRSS2
Westendorf21,Table 3D,REGN10987,Imdevimab,B.1,20,10000,1,Pseudovirus,PV,IMD,293T,ACE2-TMPRSS2
Westendorf21,Table 3D,REGN10987_2,Imdevimab,B.1,22.1,10000,1,Pseudovirus,PV,IMD,293T,ACE2-TMPRSS2
Westendorf21,Table 3D,S309,Sotrovimab,B.1,19.5,10000,1,Pseudovirus,PV,SOT,293T,ACE2-TMPRSS2
Westendorf21,Table 3D,S309_2,Sotrovimab,B.1,55.6,10000,1,Pseudovirus,PV,SOT,293T,ACE2-TMPRSS2
Wilhelm21b,Figure 1,Casirivimab/Imdevimab,Casirivimab/Imdevimab,B,0.1,2000,1,Virus isolate,AV,CAS/IMD,,
Yamasoba22,Figure 2d,CAS+IMD,Casirivimab/Imdevimab,B.1,3.1,10000,1,Pseudovirus (HIV),PV,CAS/IMD,HOS,ACE2-TMPRSS2
Yamasoba22,Figure 2d,Casirivimab,Casirivimab,B.1,8.7,10000,1,Pseudovirus (HIV),PV,CAS,HOS,ACE2-TMPRSS2
Yamasoba22,Figure 2d,Imdevimab,Imdevimab,B.1,6.6,10000,1,Pseudovirus (HIV),PV,IMD,HOS,ACE2-TMPRSS2
Yamasoba22,Figure 2d,Sotrovimab,Sotrovimab,B.1,12,10000,1,Pseudovirus (HIV),PV,SOT,HOS,ACE2-TMPRSS2
Yuan22,Figure 2A,ADG20,Adintrevimab,B,12,5000,1,Pseudovirus,PV,ADG20,Vero,
Yuan22,Figure 2A,AZD1061,Cilgavimab,B,5,5000,1,Pseudovirus,PV,CIL,Vero,
Yuan22,Figure 2A,AZD1061+AZD8895,Cilgavimab/Tixagevimab,B,5,5000,1,Pseudovirus,PV,CIL/TIX,Vero,
Yuan22,Figure 2A,AZD8895,Tixagevimab,B,1,5000,1,Pseudovirus,PV,TIX,Vero,
Yuan22,Figure 2A,C144,C144,B,11,5000,1,Pseudovirus,PV,C144,Vero,
Yuan22,Figure 2A,LY-CoV16,Etesevimab,B,9,5000,1,Pseudovirus,PV,ETE,Vero,
Yuan22,Figure 2A,LY-CoV16 + LY-CoV555,Bamlanivimab/Etesevimab,B,9,5000,1,Pseudovirus,PV,BAM/ETE,Vero,
Yuan22,Figure 2A,LY-CoV555,Bamlanivimab,B,7,5000,1,Pseudovirus,PV,BAM,Vero,
Yuan22,Figure 2A,REGN10933,Casirivimab,B,6,5000,1,Pseudovirus,PV,CAS,Vero,
Yuan22,Figure 2A,REGN10987,Imdevimab,B,25,5000,1,Pseudovirus,PV,IMD,Vero,
Yuan22,Figure 2A,REGN10987+REGN10933,Casirivimab/Imdevimab,B,6,5000,1,Pseudovirus,PV,CAS/IMD,Vero,
Yuan22,Figure 2A,S309,Sotrovimab,B,72,5000,1,Pseudovirus,PV,SOT,Vero,
Zhou21e,Figure 2C,ADG2_F2C,Adintrevimab,B.1,5.1,10000,1,Pseudovirus (lentivirus),PV,ADG20,293T,ACE2-TMPRSS2
Zhou21e,Figure 2C,C135_F2C,C135,B.1,10.8,10000,1,Pseudovirus (lentivirus),PV,C135,293T,ACE2-TMPRSS2
Zhou21e,Figure 2C,C144_F2C,C144,B.1,5.1,10000,1,Pseudovirus (lentivirus),PV,C144,293T,ACE2-TMPRSS2
Zhou21e,Figure 2C,CB6_F2C,Etesevimab,B.1,50.5,10000,1,Pseudovirus (lentivirus),PV,ETE,293T,ACE2-TMPRSS2
Zhou21e,Figure 2C,COV2-2130_F2C,Cilgavimab,B.1,3.7,10000,1,Pseudovirus (lentivirus),PV,CIL,293T,ACE2-TMPRSS2
Zhou21e,Figure 2C,COV2-2196_F2C,Tixagevimab,B.1,2,10000,1,Pseudovirus (lentivirus),PV,TIX,293T,ACE2-TMPRSS2
Zhou21e,Figure 2C,CT-P59_F2C,Regdanvimab,B.1,1.5,10000,1,Pseudovirus (lentivirus),PV,REG,293T,ACE2-TMPRSS2
Zhou21e,Figure 2C,LY-COV555_F2C,Bamlanivimab,B.1,3.6,10000,1,Pseudovirus (lentivirus),PV,BAM,293T,ACE2-TMPRSS2
Zhou21e,Figure 2C,LY-CoV1404_F2C,Bebtelovimab,B.1,3,10000,1,Pseudovirus (lentivirus),PV,BEB,293T,ACE2-TMPRSS2
Zhou21e,Figure 2C,REGN10933_F2C,Casirivimab,B.1,6.1,10000,1,Pseudovirus (lentivirus),PV,CAS,293T,ACE2-TMPRSS2
Zhou21e,Figure 2C,REGN10987_F2C,Imdevimab,B.1,20,10000,1,Pseudovirus (lentivirus),PV,IMD,293T,ACE2-TMPRSS2
Zhou21e,Figure 2C,S309_F2C,Sotrovimab,B.1,36.1,10000,1,Pseudovirus (lentivirus),PV,SOT,293T,ACE2-TMPRSS2
Zhou22,Figure 1B,Cilgavimab,Cilgavimab,B.1,6.9,50000,1,Pseudovirus (lentivirus),PV,CIL,293T,ACE2
Zhou22,Figure 1B,SOT,Sotrovimab,B.1,140.3,50000,1,Pseudovirus (lentivirus),PV,SOT,293T,ACE2
Zhou22,Figure 1B,Tix+Cil,Cilgavimab/Tixagevimab,B.1,2.4,50000,1,Pseudovirus (lentivirus),PV,CIL/TIX,293T,ACE2
Zhou22,Figure 1B,Tixagevimab,Tixagevimab,B.1,8.6,50000,1,Pseudovirus (lentivirus),PV,TIX,293T,ACE2
