variant,rx_name,level,month,infection,num_study,num_result
Zeta,BNT162b2,low,1,naive,1,5
Zeta,BNT162b2,middle,1,naive,1,0
Zeta,BNT162b2,high,1,naive,1,0
Zeta,BNT162b2,low,1,infected,1,0
Zeta,BNT162b2,middle,1,infected,1,1
Zeta,BNT162b2,high,1,infected,1,0
B.1.160,CP,low,1,infected,1,0
B.1.160,CP,middle,1,infected,1,4
B.1.160,CP,high,1,infected,1,14
B.1.160,BNT162b2,low,1,naive,1,0
B.1.160,BNT162b2,middle,1,naive,1,0
B.1.160,BNT162b2,high,1,naive,1,5
COH.20G/677H,CP,low,1,infected,1,0
COH.20G/677H,CP,middle,1,infected,1,0
COH.20G/677H,CP,high,1,infected,1,10
COH.20G/677H,BNT162b2,low,1,naive,1,0
COH.20G/677H,BNT162b2,middle,1,naive,1,0
COH.20G/677H,BNT162b2,high,1,naive,1,5
Lambda,CP,low,1,infected,1,2
Lambda,CP,middle,1,infected,1,2
Lambda,CP,high,1,infected,1,4
Lambda,CP,low,>=2,infected,1,2
Lambda,CP,middle,>=2,infected,1,2
Lambda,CP,high,>=2,infected,1,4
Lambda,CoronaVac,low,>=2,naive,1,35
Lambda,CoronaVac,middle,>=2,naive,1,23
Lambda,CoronaVac,high,>=2,naive,1,17
Lambda,BNT162b2,low,>=2,naive,2,1
Lambda,BNT162b2,middle,>=2,naive,2,2
Lambda,BNT162b2,high,>=2,naive,2,81
Lambda,BNT162b2,low,1,naive,3,0
Lambda,BNT162b2,middle,1,naive,3,3
Lambda,BNT162b2,high,1,naive,3,45
Lambda,Sputnik V,low,1,naive,1,13
Lambda,Sputnik V,middle,1,naive,1,3
Lambda,Sputnik V,high,1,naive,1,1
Lambda,Sputnik V,low,>=2,naive,1,13
Lambda,Sputnik V,middle,>=2,naive,1,2
Lambda,Sputnik V,high,>=2,naive,1,3
Lambda,mRNA-1273,low,1,naive,2,0
Lambda,mRNA-1273,middle,1,naive,2,0
Lambda,mRNA-1273,high,1,naive,2,13
Lambda,mRNA-1273,low,>=2,naive,1,0
Lambda,mRNA-1273,middle,>=2,naive,1,1
Lambda,mRNA-1273,high,>=2,naive,1,6
Lambda,Ad26.COV2.S,low,>=2,naive,1,5
Lambda,Ad26.COV2.S,middle,>=2,naive,1,3
Lambda,Ad26.COV2.S,high,>=2,naive,1,0
Delta plus,CP,low,>=2,infected,1,0
Delta plus,CP,middle,>=2,infected,1,4
Delta plus,CP,high,>=2,infected,1,4
Delta plus,BNT162b2,low,1,naive,2,0
Delta plus,BNT162b2,middle,1,naive,2,15
Delta plus,BNT162b2,high,1,naive,2,15
Delta plus,BNT162b2,low,>=2,naive,1,0
Delta plus,BNT162b2,middle,>=2,naive,1,1
Delta plus,BNT162b2,high,>=2,naive,1,8
Delta plus,mRNA-1273,low,1,naive,2,0
Delta plus,mRNA-1273,middle,1,naive,2,15
Delta plus,mRNA-1273,high,1,naive,2,7
Delta plus,mRNA-1273,low,>=2,naive,1,0
Delta plus,mRNA-1273,middle,>=2,naive,1,1
Delta plus,mRNA-1273,high,>=2,naive,1,6
Delta plus,Ad26.COV2.S,low,1,naive,1,10
Delta plus,Ad26.COV2.S,middle,1,naive,1,0
Delta plus,Ad26.COV2.S,high,1,naive,1,0
Delta plus,Ad26.COV2.S,low,>=2,naive,1,4
Delta plus,Ad26.COV2.S,middle,>=2,naive,1,4
Delta plus,Ad26.COV2.S,high,>=2,naive,1,0
B.1.319,CP,low,>=2,infected,1,0
B.1.319,CP,middle,>=2,infected,1,0
B.1.319,CP,high,>=2,infected,1,31
B.1.319,CP,low,1,infected,1,0
B.1.319,CP,middle,1,infected,1,17
B.1.319,CP,high,1,infected,1,0
D.2,CP,low,>=2,infected,1,0
D.2,CP,middle,>=2,infected,1,31
D.2,CP,high,>=2,infected,1,0
D.2,CP,low,1,infected,1,0
D.2,CP,middle,1,infected,1,17
D.2,CP,high,1,infected,1,0
Iota,CP,low,1,infected,2,4
Iota,CP,middle,1,infected,2,6
Iota,CP,high,1,infected,2,4
Iota,CP,low,>=2,infected,2,7
Iota,CP,middle,>=2,infected,2,2
Iota,CP,high,>=2,infected,2,13
Iota,mRNA-1273,low,1,naive,5,4
Iota,mRNA-1273,middle,1,naive,5,33
Iota,mRNA-1273,high,1,naive,5,40
Iota,mRNA-1273,low,>=2,naive,1,0
Iota,mRNA-1273,middle,>=2,naive,1,0
Iota,mRNA-1273,high,>=2,naive,1,5
Iota,mRNA-1273,low,1,infected,1,3
Iota,mRNA-1273,middle,1,infected,1,2
Iota,mRNA-1273,high,1,infected,1,10
Iota,BNT162b2,low,1,naive,3,0
Iota,BNT162b2,middle,1,naive,3,0
Iota,BNT162b2,high,1,naive,3,26
Iota,BNT162b2,low,>=2,naive,1,0
Iota,BNT162b2,middle,>=2,naive,1,0
Iota,BNT162b2,high,>=2,naive,1,3
Iota,BBIBP-CorV,low,1,naive,1,470
Iota,BBIBP-CorV,middle,1,naive,1,0
Iota,BBIBP-CorV,high,1,naive,1,0
Iota w/o E484K,CP,low,1,infected,2,0
Iota w/o E484K,CP,middle,1,infected,2,1
Iota w/o E484K,CP,high,1,infected,2,13
Iota w/o E484K,CP,low,>=2,infected,1,5
Iota w/o E484K,CP,middle,>=2,infected,1,3
Iota w/o E484K,CP,high,>=2,infected,1,4
Iota w/o E484K,mRNA-1273,low,1,naive,3,6
Iota w/o E484K,mRNA-1273,middle,1,naive,3,15
Iota w/o E484K,mRNA-1273,high,1,naive,3,17
Iota w/o E484K,mRNA-1273,low,>=2,naive,1,0
Iota w/o E484K,mRNA-1273,middle,>=2,naive,1,0
Iota w/o E484K,mRNA-1273,high,>=2,naive,1,5
Iota w/o E484K,mRNA-1273,low,1,infected,1,3
Iota w/o E484K,mRNA-1273,middle,1,infected,1,5
Iota w/o E484K,mRNA-1273,high,1,infected,1,22
Iota w/o E484K,BNT162b2,low,>=2,naive,1,0
Iota w/o E484K,BNT162b2,middle,>=2,naive,1,0
Iota w/o E484K,BNT162b2,high,>=2,naive,1,3
Iota w/o E484K,BNT162b2,low,1,naive,2,0
Iota w/o E484K,BNT162b2,middle,1,naive,2,0
Iota w/o E484K,BNT162b2,high,1,naive,2,6
A.23.1,CP,low,>=2,infected,1,0
A.23.1,CP,middle,>=2,infected,1,0
A.23.1,CP,high,>=2,infected,1,10
A.23.1,mRNA-1273,low,1,naive,1,0
A.23.1,mRNA-1273,middle,1,naive,1,0
A.23.1,mRNA-1273,high,1,naive,1,16
B.1.1,BNT162b2,low,1,naive,3,0
B.1.1,BNT162b2,middle,1,naive,3,63
B.1.1,BNT162b2,high,1,naive,3,164
B.1.1,BNT162b2,low,>=2,naive,1,0
B.1.1,BNT162b2,middle,>=2,naive,1,3
B.1.1,BNT162b2,high,>=2,naive,1,52
B.1.1,BNT162b2,low,1,infected,1,0
B.1.1,BNT162b2,middle,1,infected,1,0
B.1.1,BNT162b2,high,1,infected,1,13
A.VOI.V2,mRNA-1273,low,1,naive,1,0
A.VOI.V2,mRNA-1273,middle,1,naive,1,1
A.VOI.V2,mRNA-1273,high,1,naive,1,7
B.1.1.1,Sputnik V,low,>=2,naive,1,0
B.1.1.1,Sputnik V,middle,>=2,naive,1,27
B.1.1.1,Sputnik V,high,>=2,naive,1,16
B.1.1.317,Sputnik V,low,>=2,naive,1,0
B.1.1.317,Sputnik V,middle,>=2,naive,1,27
B.1.1.317,Sputnik V,high,>=2,naive,1,0
B.1.1.141,Sputnik V,low,>=2,naive,1,0
B.1.1.141,Sputnik V,middle,>=2,naive,1,27
B.1.1.141,Sputnik V,high,>=2,naive,1,0
B.1.617.3,Sputnik V,low,>=2,naive,1,0
B.1.617.3,Sputnik V,middle,>=2,naive,1,16
B.1.617.3,Sputnik V,high,>=2,naive,1,0
B.1.617.3,BBV152,low,>=2,naive,1,0
B.1.617.3,BBV152,middle,>=2,naive,1,0
B.1.617.3,BBV152,high,>=2,naive,1,42
B.1.617.3,BBV152,low,>=2,infected,1,0
B.1.617.3,BBV152,middle,>=2,infected,1,0
B.1.617.3,BBV152,high,>=2,infected,1,44
B.1.618,BNT162b2,low,1,naive,1,0
B.1.618,BNT162b2,middle,1,naive,1,1
B.1.618,BNT162b2,high,1,naive,1,19
B.1.517,mRNA-1273,low,1,naive,1,3
B.1.517,mRNA-1273,middle,1,naive,1,9
B.1.517,mRNA-1273,high,1,naive,1,5
B.1.517,mRNA-1273,low,1,infected,1,2
B.1.517,mRNA-1273,middle,1,infected,1,2
B.1.517,mRNA-1273,high,1,infected,1,11
R.1,mRNA-1273,low,1,naive,1,8
R.1,mRNA-1273,middle,1,naive,1,6
R.1,mRNA-1273,high,1,naive,1,3
R.1,mRNA-1273,low,1,infected,1,4
R.1,mRNA-1273,middle,1,infected,1,6
R.1,mRNA-1273,high,1,infected,1,5
B.1/E484K,mRNA-1273,low,1,naive,1,15
B.1/E484K,mRNA-1273,middle,1,naive,1,2
B.1/E484K,mRNA-1273,high,1,naive,1,0
B.1/E484K,mRNA-1273,low,1,infected,1,6
B.1/E484K,mRNA-1273,middle,1,infected,1,5
B.1/E484K,mRNA-1273,high,1,infected,1,4
A.27.RN,BNT162b2,low,1,naive,1,1
A.27.RN,BNT162b2,middle,1,naive,1,2
A.27.RN,BNT162b2,high,1,naive,1,3
Mu,BNT162b2,low,1,naive,1,9
Mu,BNT162b2,middle,1,naive,1,13
Mu,BNT162b2,high,1,naive,1,15
B.4,BBV152,low,1,naive,1,1
B.4,BBV152,middle,1,naive,1,5
B.4,BBV152,high,1,naive,1,15
SARS-CoV,BNT162b2,low,1,naive,1,6
SARS-CoV,BNT162b2,middle,1,naive,1,6
SARS-CoV,BNT162b2,high,1,naive,1,0
SARS-CoV,BNT162b2,low,1,infected,1,1
SARS-CoV,BNT162b2,middle,1,infected,1,1
SARS-CoV,BNT162b2,high,1,infected,1,9
SARS-CoV,mRNA-1273,low,1,naive,1,0
SARS-CoV,mRNA-1273,middle,1,naive,1,1
SARS-CoV,mRNA-1273,high,1,naive,1,0
SARS-CoV,mRNA-1273,low,1,infected,1,0
SARS-CoV,mRNA-1273,middle,1,infected,1,0
SARS-CoV,mRNA-1273,high,1,infected,1,3
B.1.258,BBV152,low,>=2,naive,1,0
B.1.258,BBV152,middle,>=2,naive,1,0
B.1.258,BBV152,high,>=2,naive,1,42
B.1.258,BBV152,low,>=2,infected,1,0
B.1.258,BBV152,middle,>=2,infected,1,0
B.1.258,BBV152,high,>=2,infected,1,44
B.1.1.50,BNT162b2,low,1,naive,1,0
B.1.1.50,BNT162b2,middle,1,naive,1,0
B.1.1.50,BNT162b2,high,1,naive,1,36
Alpha,CP,low,1,naive,0,0
Alpha,CP,low,>=2,naive,0,0
Alpha,CP,middle,1,naive,0,0
Alpha,CP,middle,>=2,naive,0,0
Alpha,CP,high,1,naive,0,0
Alpha,CP,high,>=2,naive,0,0
Alpha,BNT162b2,low,>=2,infected,0,0
Alpha,BNT162b2,middle,>=2,infected,0,0
Alpha,BNT162b2,high,>=2,infected,0,0
Alpha,mRNA-1273,low,>=2,infected,0,0
Alpha,mRNA-1273,middle,>=2,infected,0,0
Alpha,mRNA-1273,high,>=2,infected,0,0
Alpha,AZD1222,low,1,infected,0,0
Alpha,AZD1222,low,>=2,infected,0,0
Alpha,AZD1222,middle,1,infected,0,0
Alpha,AZD1222,middle,>=2,infected,0,0
Alpha,AZD1222,high,1,infected,0,0
Alpha,AZD1222,high,>=2,infected,0,0
Alpha,Ad26.COV2.S,low,1,infected,0,0
Alpha,Ad26.COV2.S,low,>=2,infected,0,0
Alpha,Ad26.COV2.S,middle,1,infected,0,0
Alpha,Ad26.COV2.S,middle,>=2,infected,0,0
Alpha,Ad26.COV2.S,high,1,infected,0,0
Alpha,Ad26.COV2.S,high,>=2,infected,0,0
Alpha,NVX-CoV2373,low,1,infected,0,0
Alpha,NVX-CoV2373,low,>=2,infected,0,0
Alpha,NVX-CoV2373,low,>=2,naive,0,0
Alpha,NVX-CoV2373,middle,1,infected,0,0
Alpha,NVX-CoV2373,middle,>=2,infected,0,0
Alpha,NVX-CoV2373,middle,>=2,naive,0,0
Alpha,NVX-CoV2373,high,1,infected,0,0
Alpha,NVX-CoV2373,high,>=2,infected,0,0
Alpha,NVX-CoV2373,high,>=2,naive,0,0
Alpha,BBV152,low,1,infected,0,0
Alpha,BBV152,low,>=2,infected,0,0
Alpha,BBV152,middle,1,infected,0,0
Alpha,BBV152,middle,>=2,infected,0,0
Alpha,BBV152,high,1,infected,0,0
Alpha,BBV152,high,>=2,infected,0,0
Alpha,CoronaVac,low,1,infected,0,0
Alpha,CoronaVac,low,>=2,infected,0,0
Alpha,CoronaVac,middle,1,infected,0,0
Alpha,CoronaVac,middle,>=2,infected,0,0
Alpha,CoronaVac,high,1,infected,0,0
Alpha,CoronaVac,high,>=2,infected,0,0
Alpha,BBIBP-CorV,low,1,infected,0,0
Alpha,BBIBP-CorV,low,>=2,infected,0,0
Alpha,BBIBP-CorV,low,>=2,naive,0,0
Alpha,BBIBP-CorV,middle,1,infected,0,0
Alpha,BBIBP-CorV,middle,>=2,infected,0,0
Alpha,BBIBP-CorV,middle,>=2,naive,0,0
Alpha,BBIBP-CorV,high,1,infected,0,0
Alpha,BBIBP-CorV,high,>=2,infected,0,0
Alpha,BBIBP-CorV,high,>=2,naive,0,0
Alpha,Sputnik V,low,1,infected,0,0
Alpha,Sputnik V,low,>=2,infected,0,0
Alpha,Sputnik V,middle,1,infected,0,0
Alpha,Sputnik V,middle,>=2,infected,0,0
Alpha,Sputnik V,high,1,infected,0,0
Alpha,Sputnik V,high,>=2,infected,0,0
Alpha,MVC-COV1901,low,1,infected,0,0
Alpha,MVC-COV1901,low,>=2,infected,0,0
Alpha,MVC-COV1901,low,>=2,naive,0,0
Alpha,MVC-COV1901,middle,1,infected,0,0
Alpha,MVC-COV1901,middle,>=2,infected,0,0
Alpha,MVC-COV1901,middle,>=2,naive,0,0
Alpha,MVC-COV1901,high,1,infected,0,0
Alpha,MVC-COV1901,high,>=2,infected,0,0
Alpha,MVC-COV1901,high,>=2,naive,0,0
Alpha,ZF2001,low,1,infected,0,0
Alpha,ZF2001,low,1,naive,0,0
Alpha,ZF2001,low,>=2,infected,0,0
Alpha,ZF2001,low,>=2,naive,0,0
Alpha,ZF2001,middle,1,infected,0,0
Alpha,ZF2001,middle,1,naive,0,0
Alpha,ZF2001,middle,>=2,infected,0,0
Alpha,ZF2001,middle,>=2,naive,0,0
Alpha,ZF2001,high,1,infected,0,0
Alpha,ZF2001,high,1,naive,0,0
Alpha,ZF2001,high,>=2,infected,0,0
Alpha,ZF2001,high,>=2,naive,0,0
Beta,CP,low,1,naive,0,0
Beta,CP,low,>=2,naive,0,0
Beta,CP,middle,1,naive,0,0
Beta,CP,middle,>=2,naive,0,0
Beta,CP,high,1,naive,0,0
Beta,CP,high,>=2,naive,0,0
Beta,BNT162b2,low,>=2,infected,0,0
Beta,BNT162b2,middle,>=2,infected,0,0
Beta,BNT162b2,high,>=2,infected,0,0
Beta,mRNA-1273,low,>=2,infected,0,0
Beta,mRNA-1273,middle,>=2,infected,0,0
Beta,mRNA-1273,high,>=2,infected,0,0
Beta,AZD1222,low,1,infected,0,0
Beta,AZD1222,low,>=2,infected,0,0
Beta,AZD1222,middle,1,infected,0,0
Beta,AZD1222,middle,>=2,infected,0,0
Beta,AZD1222,high,1,infected,0,0
Beta,AZD1222,high,>=2,infected,0,0
Beta,Ad26.COV2.S,low,>=2,infected,0,0
Beta,Ad26.COV2.S,middle,>=2,infected,0,0
Beta,Ad26.COV2.S,high,>=2,infected,0,0
Beta,NVX-CoV2373,low,1,infected,0,0
Beta,NVX-CoV2373,low,>=2,infected,0,0
Beta,NVX-CoV2373,low,>=2,naive,0,0
Beta,NVX-CoV2373,middle,1,infected,0,0
Beta,NVX-CoV2373,middle,>=2,infected,0,0
Beta,NVX-CoV2373,middle,>=2,naive,0,0
Beta,NVX-CoV2373,high,1,infected,0,0
Beta,NVX-CoV2373,high,>=2,infected,0,0
Beta,NVX-CoV2373,high,>=2,naive,0,0
Beta,BBV152,low,1,infected,0,0
Beta,BBV152,low,>=2,infected,0,0
Beta,BBV152,low,>=2,naive,0,0
Beta,BBV152,middle,1,infected,0,0
Beta,BBV152,middle,>=2,infected,0,0
Beta,BBV152,middle,>=2,naive,0,0
Beta,BBV152,high,1,infected,0,0
Beta,BBV152,high,>=2,infected,0,0
Beta,BBV152,high,>=2,naive,0,0
Beta,CoronaVac,low,1,infected,0,0
Beta,CoronaVac,low,>=2,infected,0,0
Beta,CoronaVac,low,>=2,naive,0,0
Beta,CoronaVac,middle,1,infected,0,0
Beta,CoronaVac,middle,>=2,infected,0,0
Beta,CoronaVac,middle,>=2,naive,0,0
Beta,CoronaVac,high,1,infected,0,0
Beta,CoronaVac,high,>=2,infected,0,0
Beta,CoronaVac,high,>=2,naive,0,0
Beta,BBIBP-CorV,low,1,infected,0,0
Beta,BBIBP-CorV,low,>=2,infected,0,0
Beta,BBIBP-CorV,low,>=2,naive,0,0
Beta,BBIBP-CorV,middle,1,infected,0,0
Beta,BBIBP-CorV,middle,>=2,infected,0,0
Beta,BBIBP-CorV,middle,>=2,naive,0,0
Beta,BBIBP-CorV,high,1,infected,0,0
Beta,BBIBP-CorV,high,>=2,infected,0,0
Beta,BBIBP-CorV,high,>=2,naive,0,0
Beta,Sputnik V,low,1,infected,0,0
Beta,Sputnik V,low,>=2,infected,0,0
Beta,Sputnik V,middle,1,infected,0,0
Beta,Sputnik V,middle,>=2,infected,0,0
Beta,Sputnik V,high,1,infected,0,0
Beta,Sputnik V,high,>=2,infected,0,0
Beta,MVC-COV1901,low,1,infected,0,0
Beta,MVC-COV1901,low,>=2,infected,0,0
Beta,MVC-COV1901,low,>=2,naive,0,0
Beta,MVC-COV1901,middle,1,infected,0,0
Beta,MVC-COV1901,middle,>=2,infected,0,0
Beta,MVC-COV1901,middle,>=2,naive,0,0
Beta,MVC-COV1901,high,1,infected,0,0
Beta,MVC-COV1901,high,>=2,infected,0,0
Beta,MVC-COV1901,high,>=2,naive,0,0
Beta,ZF2001,low,1,infected,0,0
Beta,ZF2001,low,>=2,infected,0,0
Beta,ZF2001,low,>=2,naive,0,0
Beta,ZF2001,middle,1,infected,0,0
Beta,ZF2001,middle,>=2,infected,0,0
Beta,ZF2001,middle,>=2,naive,0,0
Beta,ZF2001,high,1,infected,0,0
Beta,ZF2001,high,>=2,infected,0,0
Beta,ZF2001,high,>=2,naive,0,0
Gamma,CP,low,1,naive,0,0
Gamma,CP,low,>=2,naive,0,0
Gamma,CP,middle,1,naive,0,0
Gamma,CP,middle,>=2,naive,0,0
Gamma,CP,high,1,naive,0,0
Gamma,CP,high,>=2,naive,0,0
Gamma,BNT162b2,low,>=2,infected,0,0
Gamma,BNT162b2,middle,>=2,infected,0,0
Gamma,BNT162b2,high,>=2,infected,0,0
Gamma,mRNA-1273,low,>=2,infected,0,0
Gamma,mRNA-1273,middle,>=2,infected,0,0
Gamma,mRNA-1273,high,>=2,infected,0,0
Gamma,AZD1222,low,1,infected,0,0
Gamma,AZD1222,low,>=2,infected,0,0
Gamma,AZD1222,low,>=2,naive,0,0
Gamma,AZD1222,middle,1,infected,0,0
Gamma,AZD1222,middle,>=2,infected,0,0
Gamma,AZD1222,middle,>=2,naive,0,0
Gamma,AZD1222,high,1,infected,0,0
Gamma,AZD1222,high,>=2,infected,0,0
Gamma,AZD1222,high,>=2,naive,0,0
Gamma,Ad26.COV2.S,low,1,infected,0,0
Gamma,Ad26.COV2.S,low,>=2,infected,0,0
Gamma,Ad26.COV2.S,middle,1,infected,0,0
Gamma,Ad26.COV2.S,middle,>=2,infected,0,0
Gamma,Ad26.COV2.S,high,1,infected,0,0
Gamma,Ad26.COV2.S,high,>=2,infected,0,0
Gamma,NVX-CoV2373,low,1,infected,0,0
Gamma,NVX-CoV2373,low,1,naive,0,0
Gamma,NVX-CoV2373,low,>=2,infected,0,0
Gamma,NVX-CoV2373,low,>=2,naive,0,0
Gamma,NVX-CoV2373,middle,1,infected,0,0
Gamma,NVX-CoV2373,middle,1,naive,0,0
Gamma,NVX-CoV2373,middle,>=2,infected,0,0
Gamma,NVX-CoV2373,middle,>=2,naive,0,0
Gamma,NVX-CoV2373,high,1,infected,0,0
Gamma,NVX-CoV2373,high,1,naive,0,0
Gamma,NVX-CoV2373,high,>=2,infected,0,0
Gamma,NVX-CoV2373,high,>=2,naive,0,0
Gamma,BBV152,low,1,infected,0,0
Gamma,BBV152,low,1,naive,0,0
Gamma,BBV152,low,>=2,infected,0,0
Gamma,BBV152,low,>=2,naive,0,0
Gamma,BBV152,middle,1,infected,0,0
Gamma,BBV152,middle,1,naive,0,0
Gamma,BBV152,middle,>=2,infected,0,0
Gamma,BBV152,middle,>=2,naive,0,0
Gamma,BBV152,high,1,infected,0,0
Gamma,BBV152,high,1,naive,0,0
Gamma,BBV152,high,>=2,infected,0,0
Gamma,BBV152,high,>=2,naive,0,0
Gamma,CoronaVac,low,1,infected,0,0
Gamma,CoronaVac,low,>=2,infected,0,0
Gamma,CoronaVac,middle,1,infected,0,0
Gamma,CoronaVac,middle,>=2,infected,0,0
Gamma,CoronaVac,high,1,infected,0,0
Gamma,CoronaVac,high,>=2,infected,0,0
Gamma,BBIBP-CorV,low,1,infected,0,0
Gamma,BBIBP-CorV,low,>=2,infected,0,0
Gamma,BBIBP-CorV,low,>=2,naive,0,0
Gamma,BBIBP-CorV,middle,1,infected,0,0
Gamma,BBIBP-CorV,middle,>=2,infected,0,0
Gamma,BBIBP-CorV,middle,>=2,naive,0,0
Gamma,BBIBP-CorV,high,1,infected,0,0
Gamma,BBIBP-CorV,high,>=2,infected,0,0
Gamma,BBIBP-CorV,high,>=2,naive,0,0
Gamma,Sputnik V,low,1,infected,0,0
Gamma,Sputnik V,low,>=2,infected,0,0
Gamma,Sputnik V,middle,1,infected,0,0
Gamma,Sputnik V,middle,>=2,infected,0,0
Gamma,Sputnik V,high,1,infected,0,0
Gamma,Sputnik V,high,>=2,infected,0,0
Gamma,MVC-COV1901,low,1,infected,0,0
Gamma,MVC-COV1901,low,1,naive,0,0
Gamma,MVC-COV1901,low,>=2,infected,0,0
Gamma,MVC-COV1901,low,>=2,naive,0,0
Gamma,MVC-COV1901,middle,1,infected,0,0
Gamma,MVC-COV1901,middle,1,naive,0,0
Gamma,MVC-COV1901,middle,>=2,infected,0,0
Gamma,MVC-COV1901,middle,>=2,naive,0,0
Gamma,MVC-COV1901,high,1,infected,0,0
Gamma,MVC-COV1901,high,1,naive,0,0
Gamma,MVC-COV1901,high,>=2,infected,0,0
Gamma,MVC-COV1901,high,>=2,naive,0,0
Gamma,ZF2001,low,1,infected,0,0
Gamma,ZF2001,low,1,naive,0,0
Gamma,ZF2001,low,>=2,infected,0,0
Gamma,ZF2001,low,>=2,naive,0,0
Gamma,ZF2001,middle,1,infected,0,0
Gamma,ZF2001,middle,1,naive,0,0
Gamma,ZF2001,middle,>=2,infected,0,0
Gamma,ZF2001,middle,>=2,naive,0,0
Gamma,ZF2001,high,1,infected,0,0
Gamma,ZF2001,high,1,naive,0,0
Gamma,ZF2001,high,>=2,infected,0,0
Gamma,ZF2001,high,>=2,naive,0,0
Delta,CP,low,1,naive,0,0
Delta,CP,low,>=2,naive,0,0
Delta,CP,middle,1,naive,0,0
Delta,CP,middle,>=2,naive,0,0
Delta,CP,high,1,naive,0,0
Delta,CP,high,>=2,naive,0,0
Delta,BNT162b2,low,1,infected,0,0
Delta,BNT162b2,low,>=2,infected,0,0
Delta,BNT162b2,middle,1,infected,0,0
Delta,BNT162b2,middle,>=2,infected,0,0
Delta,BNT162b2,high,1,infected,0,0
Delta,BNT162b2,high,>=2,infected,0,0
Delta,mRNA-1273,low,>=2,infected,0,0
Delta,mRNA-1273,middle,>=2,infected,0,0
Delta,mRNA-1273,high,>=2,infected,0,0
Delta,AZD1222,low,>=2,infected,0,0
Delta,AZD1222,middle,>=2,infected,0,0
Delta,AZD1222,high,>=2,infected,0,0
Delta,Ad26.COV2.S,low,>=2,infected,0,0
Delta,Ad26.COV2.S,middle,>=2,infected,0,0
Delta,Ad26.COV2.S,high,>=2,infected,0,0
Delta,NVX-CoV2373,low,1,infected,0,0
Delta,NVX-CoV2373,low,1,naive,0,0
Delta,NVX-CoV2373,low,>=2,infected,0,0
Delta,NVX-CoV2373,low,>=2,naive,0,0
Delta,NVX-CoV2373,middle,1,infected,0,0
Delta,NVX-CoV2373,middle,1,naive,0,0
Delta,NVX-CoV2373,middle,>=2,infected,0,0
Delta,NVX-CoV2373,middle,>=2,naive,0,0
Delta,NVX-CoV2373,high,1,infected,0,0
Delta,NVX-CoV2373,high,1,naive,0,0
Delta,NVX-CoV2373,high,>=2,infected,0,0
Delta,NVX-CoV2373,high,>=2,naive,0,0
Delta,BBV152,low,1,infected,0,0
Delta,BBV152,middle,1,infected,0,0
Delta,BBV152,high,1,infected,0,0
Delta,CoronaVac,low,1,infected,0,0
Delta,CoronaVac,low,>=2,infected,0,0
Delta,CoronaVac,low,>=2,naive,0,0
Delta,CoronaVac,middle,1,infected,0,0
Delta,CoronaVac,middle,>=2,infected,0,0
Delta,CoronaVac,middle,>=2,naive,0,0
Delta,CoronaVac,high,1,infected,0,0
Delta,CoronaVac,high,>=2,infected,0,0
Delta,CoronaVac,high,>=2,naive,0,0
Delta,BBIBP-CorV,low,1,infected,0,0
Delta,BBIBP-CorV,low,1,naive,0,0
Delta,BBIBP-CorV,low,>=2,infected,0,0
Delta,BBIBP-CorV,low,>=2,naive,0,0
Delta,BBIBP-CorV,middle,1,infected,0,0
Delta,BBIBP-CorV,middle,1,naive,0,0
Delta,BBIBP-CorV,middle,>=2,infected,0,0
Delta,BBIBP-CorV,middle,>=2,naive,0,0
Delta,BBIBP-CorV,high,1,infected,0,0
Delta,BBIBP-CorV,high,1,naive,0,0
Delta,BBIBP-CorV,high,>=2,infected,0,0
Delta,BBIBP-CorV,high,>=2,naive,0,0
Delta,Sputnik V,low,1,infected,0,0
Delta,Sputnik V,low,1,naive,0,0
Delta,Sputnik V,low,>=2,infected,0,0
Delta,Sputnik V,middle,1,infected,0,0
Delta,Sputnik V,middle,1,naive,0,0
Delta,Sputnik V,middle,>=2,infected,0,0
Delta,Sputnik V,high,1,infected,0,0
Delta,Sputnik V,high,1,naive,0,0
Delta,Sputnik V,high,>=2,infected,0,0
Delta,MVC-COV1901,low,1,infected,0,0
Delta,MVC-COV1901,low,1,naive,0,0
Delta,MVC-COV1901,low,>=2,infected,0,0
Delta,MVC-COV1901,low,>=2,naive,0,0
Delta,MVC-COV1901,middle,1,infected,0,0
Delta,MVC-COV1901,middle,1,naive,0,0
Delta,MVC-COV1901,middle,>=2,infected,0,0
Delta,MVC-COV1901,middle,>=2,naive,0,0
Delta,MVC-COV1901,high,1,infected,0,0
Delta,MVC-COV1901,high,1,naive,0,0
Delta,MVC-COV1901,high,>=2,infected,0,0
Delta,MVC-COV1901,high,>=2,naive,0,0
Delta,ZF2001,low,1,infected,0,0
Delta,ZF2001,low,1,naive,0,0
Delta,ZF2001,low,>=2,infected,0,0
Delta,ZF2001,low,>=2,naive,0,0
Delta,ZF2001,middle,1,infected,0,0
Delta,ZF2001,middle,1,naive,0,0
Delta,ZF2001,middle,>=2,infected,0,0
Delta,ZF2001,middle,>=2,naive,0,0
Delta,ZF2001,high,1,infected,0,0
Delta,ZF2001,high,1,naive,0,0
Delta,ZF2001,high,>=2,infected,0,0
Delta,ZF2001,high,>=2,naive,0,0
