variant,rx_name,susc,month,infection,num_study,num_result
Iota w/o E484K,mRNA-1273,S,>=2,naive,1,1
Iota w/o E484K,mRNA-1273,I,>=2,naive,1,4
Iota w/o E484K,mRNA-1273,R,>=2,naive,1,0
Iota w/o E484K,mRNA-1273,S,1,infected,1,30
Iota w/o E484K,mRNA-1273,I,1,infected,1,0
Iota w/o E484K,mRNA-1273,R,1,infected,1,0
Iota w/o E484K,BNT162b2,S,>=2,naive,1,2
Iota w/o E484K,BNT162b2,I,>=2,naive,1,1
Iota w/o E484K,BNT162b2,R,>=2,naive,1,0
Iota w/o E484K,BNT162b2,S,1,naive,2,6
Iota w/o E484K,BNT162b2,I,1,naive,2,0
Iota w/o E484K,BNT162b2,R,1,naive,2,0
Iota,CP,S,>=2,infected,3,21
Iota,CP,I,>=2,infected,3,10
Iota,CP,R,>=2,infected,3,3
Iota,CP,S,1,infected,3,22
Iota,CP,I,1,infected,3,31
Iota,CP,R,1,infected,3,1
Iota,mRNA-1273,S,1,naive,6,81
Iota,mRNA-1273,I,1,naive,6,19
Iota,mRNA-1273,R,1,naive,6,1
Iota,mRNA-1273,S,>=2,naive,1,0
Iota,mRNA-1273,I,>=2,naive,1,5
Iota,mRNA-1273,R,>=2,naive,1,0
Iota,mRNA-1273,S,1,infected,1,10
Iota,mRNA-1273,I,1,infected,1,5
Iota,mRNA-1273,R,1,infected,1,0
Iota,BNT162b2,S,1,naive,4,31
Iota,BNT162b2,I,1,naive,4,15
Iota,BNT162b2,R,1,naive,4,0
Iota,BNT162b2,S,>=2,naive,1,0
Iota,BNT162b2,I,>=2,naive,1,3
Iota,BNT162b2,R,>=2,naive,1,0
Iota,BBIBP-CorV,S,1,naive,1,0
Iota,BBIBP-CorV,I,1,naive,1,470
Iota,BBIBP-CorV,R,1,naive,1,0
Iota,CoronaVac,S,1,naive,1,0
Iota,CoronaVac,I,1,naive,1,93
Iota,CoronaVac,R,1,naive,1,0
A.23.1,CP,S,>=2,infected,1,10
A.23.1,CP,I,>=2,infected,1,0
A.23.1,CP,R,>=2,infected,1,0
A.23.1,mRNA-1273,S,1,naive,1,16
A.23.1,mRNA-1273,I,1,naive,1,0
A.23.1,mRNA-1273,R,1,naive,1,0
B.1.1.318,CP,S,>=2,infected,1,8
B.1.1.318,CP,I,>=2,infected,1,0
B.1.1.318,CP,R,>=2,infected,1,4
A.VOI.V2,mRNA-1273,S,1,naive,1,0
A.VOI.V2,mRNA-1273,I,1,naive,1,6
A.VOI.V2,mRNA-1273,R,1,naive,1,2
B.1.1.141,Sputnik V,S,>=2,naive,1,27
B.1.1.141,Sputnik V,I,>=2,naive,1,0
B.1.1.141,Sputnik V,R,>=2,naive,1,0
B.1.1.317,Sputnik V,S,>=2,naive,1,27
B.1.1.317,Sputnik V,I,>=2,naive,1,0
B.1.1.317,Sputnik V,R,>=2,naive,1,0
B.1.617.3,Sputnik V,S,>=2,naive,1,16
B.1.617.3,Sputnik V,I,>=2,naive,1,0
B.1.617.3,Sputnik V,R,>=2,naive,1,0
B.1.617.3,BBV152,S,>=2,naive,1,42
B.1.617.3,BBV152,I,>=2,naive,1,0
B.1.617.3,BBV152,R,>=2,naive,1,0
B.1.617.3,BBV152,S,>=2,infected,1,30
B.1.617.3,BBV152,I,>=2,infected,1,14
B.1.617.3,BBV152,R,>=2,infected,1,0
B.1.618,BNT162b2,S,1,naive,1,19
B.1.618,BNT162b2,I,1,naive,1,1
B.1.618,BNT162b2,R,1,naive,1,0
B.1.517,mRNA-1273,S,1,naive,1,15
B.1.517,mRNA-1273,I,1,naive,1,1
B.1.517,mRNA-1273,R,1,naive,1,1
B.1.517,mRNA-1273,S,1,infected,1,15
B.1.517,mRNA-1273,I,1,infected,1,0
B.1.517,mRNA-1273,R,1,infected,1,0
B.1/E484K,mRNA-1273,S,1,naive,1,3
B.1/E484K,mRNA-1273,I,1,naive,1,12
B.1/E484K,mRNA-1273,R,1,naive,1,2
B.1/E484K,mRNA-1273,S,1,infected,1,3
B.1/E484K,mRNA-1273,I,1,infected,1,11
B.1/E484K,mRNA-1273,R,1,infected,1,1
R.1,mRNA-1273,S,1,naive,1,11
R.1,mRNA-1273,I,1,naive,1,5
R.1,mRNA-1273,R,1,naive,1,1
R.1,mRNA-1273,S,1,infected,1,9
R.1,mRNA-1273,I,1,infected,1,5
R.1,mRNA-1273,R,1,infected,1,1
A.27.RN,BNT162b2,S,1,naive,1,5
A.27.RN,BNT162b2,I,1,naive,1,1
A.27.RN,BNT162b2,R,1,naive,1,0
Mu,BNT162b2,S,1,naive,1,30
Mu,BNT162b2,I,1,naive,1,7
Mu,BNT162b2,R,1,naive,1,0
B.4,BBV152,S,1,naive,1,20
B.4,BBV152,I,1,naive,1,1
B.4,BBV152,R,1,naive,1,0
SARS-CoV,BNT162b2,S,1,naive,2,0
SARS-CoV,BNT162b2,I,1,naive,2,0
SARS-CoV,BNT162b2,R,1,naive,2,42
SARS-CoV,BNT162b2,S,1,infected,1,0
SARS-CoV,BNT162b2,I,1,infected,1,0
SARS-CoV,BNT162b2,R,1,infected,1,11
SARS-CoV,mRNA-1273,S,1,naive,2,0
SARS-CoV,mRNA-1273,I,1,naive,2,0
SARS-CoV,mRNA-1273,R,1,naive,2,36
SARS-CoV,mRNA-1273,S,1,infected,1,0
SARS-CoV,mRNA-1273,I,1,infected,1,0
SARS-CoV,mRNA-1273,R,1,infected,1,3
B.1.1,BNT162b2,S,1,naive,1,103
B.1.1,BNT162b2,I,1,naive,1,50
B.1.1,BNT162b2,R,1,naive,1,2
B.1.1,BNT162b2,S,>=2,naive,1,43
B.1.1,BNT162b2,I,>=2,naive,1,12
B.1.1,BNT162b2,R,>=2,naive,1,0
B.1.1.50,BNT162b2,S,1,naive,1,18
B.1.1.50,BNT162b2,I,1,naive,1,0
B.1.1.50,BNT162b2,R,1,naive,1,0
WIV1,BNT162b2,S,1,naive,1,0
WIV1,BNT162b2,I,1,naive,1,0
WIV1,BNT162b2,R,1,naive,1,30
WIV1,mRNA-1273,S,1,naive,1,0
WIV1,mRNA-1273,I,1,naive,1,0
WIV1,mRNA-1273,R,1,naive,1,35
Alpha,CP,S,1,naive,0,0
Alpha,CP,S,>=2,naive,0,0
Alpha,CP,I,1,naive,0,0
Alpha,CP,I,>=2,naive,0,0
Alpha,CP,R,1,naive,0,0
Alpha,CP,R,>=2,naive,0,0
Alpha,BNT162b2,S,>=2,infected,0,0
Alpha,BNT162b2,I,>=2,infected,0,0
Alpha,BNT162b2,R,>=2,infected,0,0
Alpha,mRNA-1273,S,>=2,infected,0,0
Alpha,mRNA-1273,I,>=2,infected,0,0
Alpha,mRNA-1273,R,>=2,infected,0,0
Alpha,AZD1222,S,1,infected,0,0
Alpha,AZD1222,S,>=2,infected,0,0
Alpha,AZD1222,I,1,infected,0,0
Alpha,AZD1222,I,>=2,infected,0,0
Alpha,AZD1222,R,1,infected,0,0
Alpha,AZD1222,R,>=2,infected,0,0
Alpha,Ad26.COV2.S,S,1,infected,0,0
Alpha,Ad26.COV2.S,S,>=2,infected,0,0
Alpha,Ad26.COV2.S,I,1,infected,0,0
Alpha,Ad26.COV2.S,I,>=2,infected,0,0
Alpha,Ad26.COV2.S,R,1,infected,0,0
Alpha,Ad26.COV2.S,R,>=2,infected,0,0
Alpha,NVX-CoV2373,S,1,infected,0,0
Alpha,NVX-CoV2373,S,>=2,infected,0,0
Alpha,NVX-CoV2373,S,>=2,naive,0,0
Alpha,NVX-CoV2373,I,1,infected,0,0
Alpha,NVX-CoV2373,I,>=2,infected,0,0
Alpha,NVX-CoV2373,I,>=2,naive,0,0
Alpha,NVX-CoV2373,R,1,infected,0,0
Alpha,NVX-CoV2373,R,>=2,infected,0,0
Alpha,NVX-CoV2373,R,>=2,naive,0,0
Alpha,BBV152,S,1,infected,0,0
Alpha,BBV152,S,>=2,infected,0,0
Alpha,BBV152,I,1,infected,0,0
Alpha,BBV152,I,>=2,infected,0,0
Alpha,BBV152,R,1,infected,0,0
Alpha,BBV152,R,>=2,infected,0,0
Alpha,CoronaVac,S,1,infected,0,0
Alpha,CoronaVac,S,>=2,infected,0,0
Alpha,CoronaVac,I,1,infected,0,0
Alpha,CoronaVac,I,>=2,infected,0,0
Alpha,CoronaVac,R,1,infected,0,0
Alpha,CoronaVac,R,>=2,infected,0,0
Alpha,BBIBP-CorV,S,1,infected,0,0
Alpha,BBIBP-CorV,S,>=2,infected,0,0
Alpha,BBIBP-CorV,S,>=2,naive,0,0
Alpha,BBIBP-CorV,I,1,infected,0,0
Alpha,BBIBP-CorV,I,>=2,infected,0,0
Alpha,BBIBP-CorV,I,>=2,naive,0,0
Alpha,BBIBP-CorV,R,1,infected,0,0
Alpha,BBIBP-CorV,R,>=2,infected,0,0
Alpha,BBIBP-CorV,R,>=2,naive,0,0
Alpha,Sputnik V,S,1,infected,0,0
Alpha,Sputnik V,S,>=2,infected,0,0
Alpha,Sputnik V,I,1,infected,0,0
Alpha,Sputnik V,I,>=2,infected,0,0
Alpha,Sputnik V,R,1,infected,0,0
Alpha,Sputnik V,R,>=2,infected,0,0
Alpha,MVC-COV1901,S,1,infected,0,0
Alpha,MVC-COV1901,S,>=2,infected,0,0
Alpha,MVC-COV1901,S,>=2,naive,0,0
Alpha,MVC-COV1901,I,1,infected,0,0
Alpha,MVC-COV1901,I,>=2,infected,0,0
Alpha,MVC-COV1901,I,>=2,naive,0,0
Alpha,MVC-COV1901,R,1,infected,0,0
Alpha,MVC-COV1901,R,>=2,infected,0,0
Alpha,MVC-COV1901,R,>=2,naive,0,0
Alpha,ZF2001,S,1,infected,0,0
Alpha,ZF2001,S,1,naive,0,0
Alpha,ZF2001,S,>=2,infected,0,0
Alpha,ZF2001,S,>=2,naive,0,0
Alpha,ZF2001,I,1,infected,0,0
Alpha,ZF2001,I,1,naive,0,0
Alpha,ZF2001,I,>=2,infected,0,0
Alpha,ZF2001,I,>=2,naive,0,0
Alpha,ZF2001,R,1,infected,0,0
Alpha,ZF2001,R,1,naive,0,0
Alpha,ZF2001,R,>=2,infected,0,0
Alpha,ZF2001,R,>=2,naive,0,0
Beta,CP,S,1,naive,0,0
Beta,CP,S,>=2,naive,0,0
Beta,CP,I,1,naive,0,0
Beta,CP,I,>=2,naive,0,0
Beta,CP,R,1,naive,0,0
Beta,CP,R,>=2,naive,0,0
Beta,BNT162b2,S,>=2,infected,0,0
Beta,BNT162b2,I,>=2,infected,0,0
Beta,BNT162b2,R,>=2,infected,0,0
Beta,mRNA-1273,S,>=2,infected,0,0
Beta,mRNA-1273,I,>=2,infected,0,0
Beta,mRNA-1273,R,>=2,infected,0,0
Beta,AZD1222,S,1,infected,0,0
Beta,AZD1222,S,>=2,infected,0,0
Beta,AZD1222,I,1,infected,0,0
Beta,AZD1222,I,>=2,infected,0,0
Beta,AZD1222,R,1,infected,0,0
Beta,AZD1222,R,>=2,infected,0,0
Beta,Ad26.COV2.S,S,>=2,infected,0,0
Beta,Ad26.COV2.S,I,>=2,infected,0,0
Beta,Ad26.COV2.S,R,>=2,infected,0,0
Beta,NVX-CoV2373,S,1,infected,0,0
Beta,NVX-CoV2373,S,>=2,infected,0,0
Beta,NVX-CoV2373,S,>=2,naive,0,0
Beta,NVX-CoV2373,I,1,infected,0,0
Beta,NVX-CoV2373,I,>=2,infected,0,0
Beta,NVX-CoV2373,I,>=2,naive,0,0
Beta,NVX-CoV2373,R,1,infected,0,0
Beta,NVX-CoV2373,R,>=2,infected,0,0
Beta,NVX-CoV2373,R,>=2,naive,0,0
Beta,BBV152,S,1,infected,0,0
Beta,BBV152,S,>=2,infected,0,0
Beta,BBV152,S,>=2,naive,0,0
Beta,BBV152,I,1,infected,0,0
Beta,BBV152,I,>=2,infected,0,0
Beta,BBV152,I,>=2,naive,0,0
Beta,BBV152,R,1,infected,0,0
Beta,BBV152,R,>=2,infected,0,0
Beta,BBV152,R,>=2,naive,0,0
Beta,CoronaVac,S,1,infected,0,0
Beta,CoronaVac,S,>=2,infected,0,0
Beta,CoronaVac,S,>=2,naive,0,0
Beta,CoronaVac,I,1,infected,0,0
Beta,CoronaVac,I,>=2,infected,0,0
Beta,CoronaVac,I,>=2,naive,0,0
Beta,CoronaVac,R,1,infected,0,0
Beta,CoronaVac,R,>=2,infected,0,0
Beta,CoronaVac,R,>=2,naive,0,0
Beta,BBIBP-CorV,S,1,infected,0,0
Beta,BBIBP-CorV,S,>=2,infected,0,0
Beta,BBIBP-CorV,S,>=2,naive,0,0
Beta,BBIBP-CorV,I,1,infected,0,0
Beta,BBIBP-CorV,I,>=2,infected,0,0
Beta,BBIBP-CorV,I,>=2,naive,0,0
Beta,BBIBP-CorV,R,1,infected,0,0
Beta,BBIBP-CorV,R,>=2,infected,0,0
Beta,BBIBP-CorV,R,>=2,naive,0,0
Beta,Sputnik V,S,1,infected,0,0
Beta,Sputnik V,S,>=2,infected,0,0
Beta,Sputnik V,I,1,infected,0,0
Beta,Sputnik V,I,>=2,infected,0,0
Beta,Sputnik V,R,1,infected,0,0
Beta,Sputnik V,R,>=2,infected,0,0
Beta,MVC-COV1901,S,1,infected,0,0
Beta,MVC-COV1901,S,>=2,infected,0,0
Beta,MVC-COV1901,S,>=2,naive,0,0
Beta,MVC-COV1901,I,1,infected,0,0
Beta,MVC-COV1901,I,>=2,infected,0,0
Beta,MVC-COV1901,I,>=2,naive,0,0
Beta,MVC-COV1901,R,1,infected,0,0
Beta,MVC-COV1901,R,>=2,infected,0,0
Beta,MVC-COV1901,R,>=2,naive,0,0
Beta,ZF2001,S,1,infected,0,0
Beta,ZF2001,S,>=2,infected,0,0
Beta,ZF2001,S,>=2,naive,0,0
Beta,ZF2001,I,1,infected,0,0
Beta,ZF2001,I,>=2,infected,0,0
Beta,ZF2001,I,>=2,naive,0,0
Beta,ZF2001,R,1,infected,0,0
Beta,ZF2001,R,>=2,infected,0,0
Beta,ZF2001,R,>=2,naive,0,0
Gamma,CP,S,1,naive,0,0
Gamma,CP,S,>=2,naive,0,0
Gamma,CP,I,1,naive,0,0
Gamma,CP,I,>=2,naive,0,0
Gamma,CP,R,1,naive,0,0
Gamma,CP,R,>=2,naive,0,0
Gamma,BNT162b2,S,>=2,infected,0,0
Gamma,BNT162b2,I,>=2,infected,0,0
Gamma,BNT162b2,R,>=2,infected,0,0
Gamma,mRNA-1273,S,>=2,infected,0,0
Gamma,mRNA-1273,I,>=2,infected,0,0
Gamma,mRNA-1273,R,>=2,infected,0,0
Gamma,AZD1222,S,1,infected,0,0
Gamma,AZD1222,S,>=2,infected,0,0
Gamma,AZD1222,S,>=2,naive,0,0
Gamma,AZD1222,I,1,infected,0,0
Gamma,AZD1222,I,>=2,infected,0,0
Gamma,AZD1222,I,>=2,naive,0,0
Gamma,AZD1222,R,1,infected,0,0
Gamma,AZD1222,R,>=2,infected,0,0
Gamma,AZD1222,R,>=2,naive,0,0
Gamma,Ad26.COV2.S,S,1,infected,0,0
Gamma,Ad26.COV2.S,S,>=2,infected,0,0
Gamma,Ad26.COV2.S,I,1,infected,0,0
Gamma,Ad26.COV2.S,I,>=2,infected,0,0
Gamma,Ad26.COV2.S,R,1,infected,0,0
Gamma,Ad26.COV2.S,R,>=2,infected,0,0
Gamma,NVX-CoV2373,S,1,infected,0,0
Gamma,NVX-CoV2373,S,1,naive,0,0
Gamma,NVX-CoV2373,S,>=2,infected,0,0
Gamma,NVX-CoV2373,S,>=2,naive,0,0
Gamma,NVX-CoV2373,I,1,infected,0,0
Gamma,NVX-CoV2373,I,1,naive,0,0
Gamma,NVX-CoV2373,I,>=2,infected,0,0
Gamma,NVX-CoV2373,I,>=2,naive,0,0
Gamma,NVX-CoV2373,R,1,infected,0,0
Gamma,NVX-CoV2373,R,1,naive,0,0
Gamma,NVX-CoV2373,R,>=2,infected,0,0
Gamma,NVX-CoV2373,R,>=2,naive,0,0
Gamma,BBV152,S,1,infected,0,0
Gamma,BBV152,S,1,naive,0,0
Gamma,BBV152,S,>=2,infected,0,0
Gamma,BBV152,S,>=2,naive,0,0
Gamma,BBV152,I,1,infected,0,0
Gamma,BBV152,I,1,naive,0,0
Gamma,BBV152,I,>=2,infected,0,0
Gamma,BBV152,I,>=2,naive,0,0
Gamma,BBV152,R,1,infected,0,0
Gamma,BBV152,R,1,naive,0,0
Gamma,BBV152,R,>=2,infected,0,0
Gamma,BBV152,R,>=2,naive,0,0
Gamma,CoronaVac,S,1,infected,0,0
Gamma,CoronaVac,S,>=2,infected,0,0
Gamma,CoronaVac,I,1,infected,0,0
Gamma,CoronaVac,I,>=2,infected,0,0
Gamma,CoronaVac,R,1,infected,0,0
Gamma,CoronaVac,R,>=2,infected,0,0
Gamma,BBIBP-CorV,S,1,infected,0,0
Gamma,BBIBP-CorV,S,>=2,infected,0,0
Gamma,BBIBP-CorV,S,>=2,naive,0,0
Gamma,BBIBP-CorV,I,1,infected,0,0
Gamma,BBIBP-CorV,I,>=2,infected,0,0
Gamma,BBIBP-CorV,I,>=2,naive,0,0
Gamma,BBIBP-CorV,R,1,infected,0,0
Gamma,BBIBP-CorV,R,>=2,infected,0,0
Gamma,BBIBP-CorV,R,>=2,naive,0,0
Gamma,Sputnik V,S,1,infected,0,0
Gamma,Sputnik V,S,>=2,infected,0,0
Gamma,Sputnik V,I,1,infected,0,0
Gamma,Sputnik V,I,>=2,infected,0,0
Gamma,Sputnik V,R,1,infected,0,0
Gamma,Sputnik V,R,>=2,infected,0,0
Gamma,MVC-COV1901,S,1,infected,0,0
Gamma,MVC-COV1901,S,1,naive,0,0
Gamma,MVC-COV1901,S,>=2,infected,0,0
Gamma,MVC-COV1901,S,>=2,naive,0,0
Gamma,MVC-COV1901,I,1,infected,0,0
Gamma,MVC-COV1901,I,1,naive,0,0
Gamma,MVC-COV1901,I,>=2,infected,0,0
Gamma,MVC-COV1901,I,>=2,naive,0,0
Gamma,MVC-COV1901,R,1,infected,0,0
Gamma,MVC-COV1901,R,1,naive,0,0
Gamma,MVC-COV1901,R,>=2,infected,0,0
Gamma,MVC-COV1901,R,>=2,naive,0,0
Gamma,ZF2001,S,1,infected,0,0
Gamma,ZF2001,S,1,naive,0,0
Gamma,ZF2001,S,>=2,infected,0,0
Gamma,ZF2001,S,>=2,naive,0,0
Gamma,ZF2001,I,1,infected,0,0
Gamma,ZF2001,I,1,naive,0,0
Gamma,ZF2001,I,>=2,infected,0,0
Gamma,ZF2001,I,>=2,naive,0,0
Gamma,ZF2001,R,1,infected,0,0
Gamma,ZF2001,R,1,naive,0,0
Gamma,ZF2001,R,>=2,infected,0,0
Gamma,ZF2001,R,>=2,naive,0,0
Delta,CP,S,1,naive,0,0
Delta,CP,S,>=2,naive,0,0
Delta,CP,I,1,naive,0,0
Delta,CP,I,>=2,naive,0,0
Delta,CP,R,1,naive,0,0
Delta,CP,R,>=2,naive,0,0
Delta,BNT162b2,S,1,infected,0,0
Delta,BNT162b2,S,>=2,infected,0,0
Delta,BNT162b2,I,1,infected,0,0
Delta,BNT162b2,I,>=2,infected,0,0
Delta,BNT162b2,R,1,infected,0,0
Delta,BNT162b2,R,>=2,infected,0,0
Delta,mRNA-1273,S,>=2,infected,0,0
Delta,mRNA-1273,I,>=2,infected,0,0
Delta,mRNA-1273,R,>=2,infected,0,0
Delta,AZD1222,S,>=2,infected,0,0
Delta,AZD1222,I,>=2,infected,0,0
Delta,AZD1222,R,>=2,infected,0,0
Delta,Ad26.COV2.S,S,>=2,infected,0,0
Delta,Ad26.COV2.S,I,>=2,infected,0,0
Delta,Ad26.COV2.S,R,>=2,infected,0,0
Delta,NVX-CoV2373,S,1,infected,0,0
Delta,NVX-CoV2373,S,1,naive,0,0
Delta,NVX-CoV2373,S,>=2,infected,0,0
Delta,NVX-CoV2373,S,>=2,naive,0,0
Delta,NVX-CoV2373,I,1,infected,0,0
Delta,NVX-CoV2373,I,1,naive,0,0
Delta,NVX-CoV2373,I,>=2,infected,0,0
Delta,NVX-CoV2373,I,>=2,naive,0,0
Delta,NVX-CoV2373,R,1,infected,0,0
Delta,NVX-CoV2373,R,1,naive,0,0
Delta,NVX-CoV2373,R,>=2,infected,0,0
Delta,NVX-CoV2373,R,>=2,naive,0,0
Delta,BBV152,S,1,infected,0,0
Delta,BBV152,I,1,infected,0,0
Delta,BBV152,R,1,infected,0,0
Delta,CoronaVac,S,1,infected,0,0
Delta,CoronaVac,S,>=2,infected,0,0
Delta,CoronaVac,S,>=2,naive,0,0
Delta,CoronaVac,I,1,infected,0,0
Delta,CoronaVac,I,>=2,infected,0,0
Delta,CoronaVac,I,>=2,naive,0,0
Delta,CoronaVac,R,1,infected,0,0
Delta,CoronaVac,R,>=2,infected,0,0
Delta,CoronaVac,R,>=2,naive,0,0
Delta,BBIBP-CorV,S,1,infected,0,0
Delta,BBIBP-CorV,S,1,naive,0,0
Delta,BBIBP-CorV,S,>=2,infected,0,0
Delta,BBIBP-CorV,S,>=2,naive,0,0
Delta,BBIBP-CorV,I,1,infected,0,0
Delta,BBIBP-CorV,I,1,naive,0,0
Delta,BBIBP-CorV,I,>=2,infected,0,0
Delta,BBIBP-CorV,I,>=2,naive,0,0
Delta,BBIBP-CorV,R,1,infected,0,0
Delta,BBIBP-CorV,R,1,naive,0,0
Delta,BBIBP-CorV,R,>=2,infected,0,0
Delta,BBIBP-CorV,R,>=2,naive,0,0
Delta,Sputnik V,S,1,infected,0,0
Delta,Sputnik V,S,>=2,infected,0,0
Delta,Sputnik V,I,1,infected,0,0
Delta,Sputnik V,I,>=2,infected,0,0
Delta,Sputnik V,R,1,infected,0,0
Delta,Sputnik V,R,>=2,infected,0,0
Delta,MVC-COV1901,S,1,infected,0,0
Delta,MVC-COV1901,S,1,naive,0,0
Delta,MVC-COV1901,S,>=2,infected,0,0
Delta,MVC-COV1901,S,>=2,naive,0,0
Delta,MVC-COV1901,I,1,infected,0,0
Delta,MVC-COV1901,I,1,naive,0,0
Delta,MVC-COV1901,I,>=2,infected,0,0
Delta,MVC-COV1901,I,>=2,naive,0,0
Delta,MVC-COV1901,R,1,infected,0,0
Delta,MVC-COV1901,R,1,naive,0,0
Delta,MVC-COV1901,R,>=2,infected,0,0
Delta,MVC-COV1901,R,>=2,naive,0,0
Delta,ZF2001,S,1,infected,0,0
Delta,ZF2001,S,1,naive,0,0
Delta,ZF2001,S,>=2,infected,0,0
Delta,ZF2001,S,>=2,naive,0,0
Delta,ZF2001,I,1,infected,0,0
Delta,ZF2001,I,1,naive,0,0
Delta,ZF2001,I,>=2,infected,0,0
Delta,ZF2001,I,>=2,naive,0,0
Delta,ZF2001,R,1,infected,0,0
Delta,ZF2001,R,1,naive,0,0
Delta,ZF2001,R,>=2,infected,0,0
Delta,ZF2001,R,>=2,naive,0,0
