ref_name,rx_name,control_variant,variant,sample
Planas21b,BNT_2nd_W8_11,B.1.1.7 full genome,B.1.617.2_2029113 full genome,1
Planas21b,BNT_2nd_W8_12,B.1.1.7 full genome,B.1.617.2_2029113 full genome,1
Planas21b,BNT_2nd_W8_13,B.1.1.7 full genome,B.1.617.2_2029113 full genome,1
Planas21b,BNT_2nd_W8_14,B.1.1.7 full genome,B.1.617.2_2029113 full genome,1
Planas21b,BNT_2nd_W8_15,B.1.1.7 full genome,B.1.617.2_2029113 full genome,1
Planas21b,BNT_2nd_W8_16,B.1.1.7 full genome,B.1.617.2_2029113 full genome,1
Planas21b,BNT_2nd_W8_2,B.1.1.7 full genome,B.1.617.2_2029113 full genome,1
Planas21b,BNT_2nd_W8_3,B.1.1.7 full genome,B.1.617.2_2029113 full genome,1
Planas21b,BNT_2nd_W8_4,B.1.1.7 full genome,B.1.617.2_2029113 full genome,1
Planas21b,BNT_2nd_W8_5,B.1.1.7 full genome,B.1.617.2_2029113 full genome,1
Planas21b,BNT_2nd_W8_6,B.1.1.7 full genome,B.1.617.2_2029113 full genome,1
Planas21b,BNT_2nd_W8_7,B.1.1.7 full genome,B.1.617.2_2029113 full genome,1
Planas21b,BNT_2nd_W8_8,B.1.1.7 full genome,B.1.617.2_2029113 full genome,1
Planas21b,BNT_2nd_W8_9,B.1.1.7 full genome,B.1.617.2_2029113 full genome,1
Brown21,BNT_6,B.1.1.7 Spike,S:614G,1
Brown21,BNT_7,B.1.1.7 Spike,S:614G,1
Brown21,BNT_8,B.1.1.7 Spike,S:614G,1
Trinite21,BNT_infected_01,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,BNT_infected_01,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Trinite21,BNT_infected_02,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,BNT_infected_02,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Trinite21,BNT_infected_03,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,BNT_infected_03,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Trinite21,BNT_infected_04,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,BNT_infected_04,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Trinite21,BNT_infected_05,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,BNT_infected_05,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Trinite21,BNT_infected_06,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,BNT_infected_06,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Trinite21,BNT_infected_07,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,BNT_infected_07,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Trinite21,BNT_infected_08,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,BNT_infected_08,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Trinite21,BNT_infected_09,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,BNT_infected_09,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Brown21,BNT_infected_10,B.1.1.7 Spike,S:614G,1
Trinite21,BNT_infected_10,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,BNT_infected_10,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Trinite21,BNT_infected_11,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,BNT_infected_11,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Trinite21,BNT_infected_12,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,BNT_infected_12,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Trinite21,BNT_infected_13,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,BNT_infected_13,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Trinite21,BNT_infected_14,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,BNT_infected_14,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Trinite21,BNT_infected_15,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,BNT_infected_15,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Trinite21,BNT_infected_16,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,BNT_infected_16,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Brown21,BNT_infected_6,B.1.1.7 Spike,S:614G,1
Brown21,BNT_infected_7,B.1.1.7 Spike,S:614G,1
Brown21,BNT_infected_8,B.1.1.7 Spike,S:614G,1
Brown21,BNT_infected_9,B.1.1.7 Spike,S:614G,1
Trinite21,BNT_uninfected_01,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,BNT_uninfected_01,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Trinite21,BNT_uninfected_02,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,BNT_uninfected_02,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Trinite21,BNT_uninfected_03,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,BNT_uninfected_03,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Trinite21,BNT_uninfected_04,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,BNT_uninfected_04,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Trinite21,BNT_uninfected_05,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,BNT_uninfected_05,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Trinite21,BNT_uninfected_06,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,BNT_uninfected_06,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Trinite21,BNT_uninfected_07,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,BNT_uninfected_07,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Trinite21,BNT_uninfected_08,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,BNT_uninfected_08,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Trinite21,BNT_uninfected_09,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,BNT_uninfected_09,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Trinite21,BNT_uninfected_10,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,BNT_uninfected_10,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Trinite21,BNT_uninfected_11,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,BNT_uninfected_11,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Trinite21,BNT_uninfected_12,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,BNT_uninfected_12,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Trinite21,BNT_uninfected_13,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,BNT_uninfected_13,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Trinite21,BNT_uninfected_14,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,BNT_uninfected_14,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Trinite21,BNT_uninfected_15,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,BNT_uninfected_15,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Trinite21,BNT_uninfected_16,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,BNT_uninfected_16,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Planas21b,Bamlanivimab,B.1.1.7 full genome,B.1.617.2_2029113 full genome,1
Gonzalez21,CP,19A_1707038,B.1.1.241_1707040,34
Virtanen21,CP_04a,hCoV-19/Finland/1/2020,B.1 full genome,1
Virtanen21,CP_04a,hCoV-19/Finland/1/2020,hCoV-19/Finland/85HEL/2020,1
Virtanen21,CP_04a,hCoV-19/Finland/1/2020,hCoV-19/Finland/HEL-12-102/2021,1
Virtanen21,CP_04b,hCoV-19/Finland/1/2020,B.1 full genome,1
Virtanen21,CP_04b,hCoV-19/Finland/1/2020,hCoV-19/Finland/85HEL/2020,1
Virtanen21,CP_04b,hCoV-19/Finland/1/2020,hCoV-19/Finland/HEL-12-102/2021,1
Virtanen21,CP_05a,hCoV-19/Finland/1/2020,B.1 full genome,1
Virtanen21,CP_05a,hCoV-19/Finland/1/2020,hCoV-19/Finland/85HEL/2020,1
Virtanen21,CP_05a,hCoV-19/Finland/1/2020,hCoV-19/Finland/HEL-12-102/2021,1
Virtanen21,CP_05b,hCoV-19/Finland/1/2020,B.1 full genome,1
Virtanen21,CP_05b,hCoV-19/Finland/1/2020,hCoV-19/Finland/85HEL/2020,1
Virtanen21,CP_05b,hCoV-19/Finland/1/2020,hCoV-19/Finland/HEL-12-102/2021,1
Virtanen21,CP_05c,hCoV-19/Finland/1/2020,B.1 full genome,1
Virtanen21,CP_05c,hCoV-19/Finland/1/2020,hCoV-19/Finland/85HEL/2020,1
Virtanen21,CP_05c,hCoV-19/Finland/1/2020,hCoV-19/Finland/HEL-12-102/2021,1
Virtanen21,CP_08a,hCoV-19/Finland/1/2020,B.1 full genome,1
Virtanen21,CP_08a,hCoV-19/Finland/1/2020,hCoV-19/Finland/85HEL/2020,1
Virtanen21,CP_08a,hCoV-19/Finland/1/2020,hCoV-19/Finland/HEL-12-102/2021,1
Virtanen21,CP_08b,hCoV-19/Finland/1/2020,B.1 full genome,1
Virtanen21,CP_08b,hCoV-19/Finland/1/2020,hCoV-19/Finland/85HEL/2020,1
Virtanen21,CP_08b,hCoV-19/Finland/1/2020,hCoV-19/Finland/HEL-12-102/2021,1
Virtanen21,CP_09a,hCoV-19/Finland/1/2020,B.1 full genome,1
Virtanen21,CP_09a,hCoV-19/Finland/1/2020,hCoV-19/Finland/85HEL/2020,1
Virtanen21,CP_09a,hCoV-19/Finland/1/2020,hCoV-19/Finland/HEL-12-102/2021,1
Virtanen21,CP_09b,hCoV-19/Finland/1/2020,B.1 full genome,1
Virtanen21,CP_09b,hCoV-19/Finland/1/2020,hCoV-19/Finland/85HEL/2020,1
Virtanen21,CP_09b,hCoV-19/Finland/1/2020,hCoV-19/Finland/HEL-12-102/2021,1
Supasa21,CP_1,B.1.1.7 full genome,VIC,1
Supasa21,CP_10,B.1.1.7 full genome,VIC,1
Supasa21,CP_11,B.1.1.7 full genome,VIC,1
Virtanen21,CP_11a,hCoV-19/Finland/1/2020,B.1 full genome,1
Virtanen21,CP_11a,hCoV-19/Finland/1/2020,hCoV-19/Finland/85HEL/2020,1
Virtanen21,CP_11a,hCoV-19/Finland/1/2020,hCoV-19/Finland/HEL-12-102/2021,1
Virtanen21,CP_11b,hCoV-19/Finland/1/2020,B.1 full genome,1
Virtanen21,CP_11b,hCoV-19/Finland/1/2020,hCoV-19/Finland/85HEL/2020,1
Virtanen21,CP_11b,hCoV-19/Finland/1/2020,hCoV-19/Finland/HEL-12-102/2021,1
Virtanen21,CP_11c,hCoV-19/Finland/1/2020,B.1 full genome,1
Virtanen21,CP_11c,hCoV-19/Finland/1/2020,hCoV-19/Finland/85HEL/2020,1
Virtanen21,CP_11c,hCoV-19/Finland/1/2020,hCoV-19/Finland/HEL-12-102/2021,1
Supasa21,CP_12,B.1.1.7 full genome,VIC,1
Supasa21,CP_13,B.1.1.7 full genome,VIC,1
Supasa21,CP_14,B.1.1.7 full genome,VIC,1
Virtanen21,CP_14a,hCoV-19/Finland/1/2020,B.1 full genome,1
Virtanen21,CP_14a,hCoV-19/Finland/1/2020,hCoV-19/Finland/85HEL/2020,1
Virtanen21,CP_14a,hCoV-19/Finland/1/2020,hCoV-19/Finland/HEL-12-102/2021,1
Virtanen21,CP_14b,hCoV-19/Finland/1/2020,B.1 full genome,1
Virtanen21,CP_14b,hCoV-19/Finland/1/2020,hCoV-19/Finland/85HEL/2020,1
Virtanen21,CP_14b,hCoV-19/Finland/1/2020,hCoV-19/Finland/HEL-12-102/2021,1
Supasa21,CP_15,B.1.1.7 full genome,VIC,1
Supasa21,CP_16,B.1.1.7 full genome,VIC,1
Supasa21,CP_17,B.1.1.7 full genome,VIC,1
Virtanen21,CP_17a,hCoV-19/Finland/1/2020,B.1 full genome,1
Virtanen21,CP_17a,hCoV-19/Finland/1/2020,hCoV-19/Finland/85HEL/2020,1
Virtanen21,CP_17a,hCoV-19/Finland/1/2020,hCoV-19/Finland/HEL-12-102/2021,1
Virtanen21,CP_17b,hCoV-19/Finland/1/2020,B.1 full genome,1
Virtanen21,CP_17b,hCoV-19/Finland/1/2020,hCoV-19/Finland/85HEL/2020,1
Virtanen21,CP_17b,hCoV-19/Finland/1/2020,hCoV-19/Finland/HEL-12-102/2021,1
Supasa21,CP_18,B.1.1.7 full genome,VIC,1
Virtanen21,CP_18a,hCoV-19/Finland/1/2020,B.1 full genome,1
Virtanen21,CP_18a,hCoV-19/Finland/1/2020,hCoV-19/Finland/85HEL/2020,1
Virtanen21,CP_18a,hCoV-19/Finland/1/2020,hCoV-19/Finland/HEL-12-102/2021,1
Virtanen21,CP_18b,hCoV-19/Finland/1/2020,B.1 full genome,1
Virtanen21,CP_18b,hCoV-19/Finland/1/2020,hCoV-19/Finland/85HEL/2020,1
Virtanen21,CP_18b,hCoV-19/Finland/1/2020,hCoV-19/Finland/HEL-12-102/2021,1
Supasa21,CP_19,B.1.1.7 full genome,VIC,1
Supasa21,CP_2,B.1.1.7 full genome,VIC,1
Supasa21,CP_20,B.1.1.7 full genome,VIC,1
Supasa21,CP_21,B.1.1.7 full genome,VIC,1
Supasa21,CP_22,B.1.1.7 full genome,VIC,1
Supasa21,CP_23,B.1.1.7 full genome,VIC,1
Supasa21,CP_24,B.1.1.7 full genome,VIC,1
Supasa21,CP_25,B.1.1.7 full genome,VIC,1
Supasa21,CP_26,B.1.1.7 full genome,VIC,1
Supasa21,CP_27,B.1.1.7 full genome,VIC,1
Virtanen21,CP_27a,hCoV-19/Finland/1/2020,B.1 full genome,1
Virtanen21,CP_27a,hCoV-19/Finland/1/2020,hCoV-19/Finland/85HEL/2020,1
Virtanen21,CP_27a,hCoV-19/Finland/1/2020,hCoV-19/Finland/HEL-12-102/2021,1
Virtanen21,CP_27b,hCoV-19/Finland/1/2020,B.1 full genome,1
Virtanen21,CP_27b,hCoV-19/Finland/1/2020,hCoV-19/Finland/85HEL/2020,1
Virtanen21,CP_27b,hCoV-19/Finland/1/2020,hCoV-19/Finland/HEL-12-102/2021,1
Supasa21,CP_28,B.1.1.7 full genome,VIC,1
Supasa21,CP_29,B.1.1.7 full genome,VIC,1
Sapkal21c,CP_2nd_wave_1,B.1.617.2 full genome,B.1 full genome,1
Sapkal21c,CP_2nd_wave_10,B.1.617.2 full genome,B.1 full genome,1
Sapkal21c,CP_2nd_wave_11,B.1.617.2 full genome,B.1 full genome,1
Sapkal21c,CP_2nd_wave_12,B.1.617.2 full genome,B.1 full genome,1
Sapkal21c,CP_2nd_wave_13,B.1.617.2 full genome,B.1 full genome,1
Sapkal21c,CP_2nd_wave_14,B.1.617.2 full genome,B.1 full genome,1
Sapkal21c,CP_2nd_wave_15,B.1.617.2 full genome,B.1 full genome,1
Sapkal21c,CP_2nd_wave_16,B.1.617.2 full genome,B.1 full genome,1
Sapkal21c,CP_2nd_wave_17,B.1.617.2 full genome,B.1 full genome,1
Sapkal21c,CP_2nd_wave_18,B.1.617.2 full genome,B.1 full genome,1
Sapkal21c,CP_2nd_wave_19,B.1.617.2 full genome,B.1 full genome,1
Sapkal21c,CP_2nd_wave_2,B.1.617.2 full genome,B.1 full genome,1
Sapkal21c,CP_2nd_wave_20,B.1.617.2 full genome,B.1 full genome,1
Sapkal21c,CP_2nd_wave_3,B.1.617.2 full genome,B.1 full genome,1
Sapkal21c,CP_2nd_wave_4,B.1.617.2 full genome,B.1 full genome,1
Sapkal21c,CP_2nd_wave_5,B.1.617.2 full genome,B.1 full genome,1
Sapkal21c,CP_2nd_wave_6,B.1.617.2 full genome,B.1 full genome,1
Sapkal21c,CP_2nd_wave_7,B.1.617.2 full genome,B.1 full genome,1
Sapkal21c,CP_2nd_wave_8,B.1.617.2 full genome,B.1 full genome,1
Sapkal21c,CP_2nd_wave_9,B.1.617.2 full genome,B.1 full genome,1
Supasa21,CP_3,B.1.1.7 full genome,VIC,1
Supasa21,CP_30,B.1.1.7 full genome,VIC,1
Virtanen21,CP_30a,hCoV-19/Finland/1/2020,B.1 full genome,1
Virtanen21,CP_30a,hCoV-19/Finland/1/2020,hCoV-19/Finland/85HEL/2020,1
Virtanen21,CP_30a,hCoV-19/Finland/1/2020,hCoV-19/Finland/HEL-12-102/2021,1
Virtanen21,CP_30b,hCoV-19/Finland/1/2020,B.1 full genome,1
Virtanen21,CP_30b,hCoV-19/Finland/1/2020,hCoV-19/Finland/85HEL/2020,1
Virtanen21,CP_30b,hCoV-19/Finland/1/2020,hCoV-19/Finland/HEL-12-102/2021,1
Supasa21,CP_31,B.1.1.7 full genome,VIC,1
Virtanen21,CP_31a,hCoV-19/Finland/1/2020,B.1 full genome,1
Virtanen21,CP_31a,hCoV-19/Finland/1/2020,hCoV-19/Finland/85HEL/2020,1
Virtanen21,CP_31a,hCoV-19/Finland/1/2020,hCoV-19/Finland/HEL-12-102/2021,1
Virtanen21,CP_31b,hCoV-19/Finland/1/2020,B.1 full genome,1
Virtanen21,CP_31b,hCoV-19/Finland/1/2020,hCoV-19/Finland/85HEL/2020,1
Virtanen21,CP_31b,hCoV-19/Finland/1/2020,hCoV-19/Finland/HEL-12-102/2021,1
Supasa21,CP_32,B.1.1.7 full genome,VIC,1
Virtanen21,CP_32a,hCoV-19/Finland/1/2020,B.1 full genome,1
Virtanen21,CP_32a,hCoV-19/Finland/1/2020,hCoV-19/Finland/85HEL/2020,1
Virtanen21,CP_32a,hCoV-19/Finland/1/2020,hCoV-19/Finland/HEL-12-102/2021,1
Virtanen21,CP_32b,hCoV-19/Finland/1/2020,B.1 full genome,1
Virtanen21,CP_32b,hCoV-19/Finland/1/2020,hCoV-19/Finland/85HEL/2020,1
Virtanen21,CP_32b,hCoV-19/Finland/1/2020,hCoV-19/Finland/HEL-12-102/2021,1
Supasa21,CP_33,B.1.1.7 full genome,VIC,1
Supasa21,CP_34,B.1.1.7 full genome,VIC,1
Virtanen21,CP_36a,hCoV-19/Finland/1/2020,B.1 full genome,1
Virtanen21,CP_36a,hCoV-19/Finland/1/2020,hCoV-19/Finland/85HEL/2020,1
Virtanen21,CP_36a,hCoV-19/Finland/1/2020,hCoV-19/Finland/HEL-12-102/2021,1
Virtanen21,CP_36b,hCoV-19/Finland/1/2020,B.1 full genome,1
Virtanen21,CP_36b,hCoV-19/Finland/1/2020,hCoV-19/Finland/85HEL/2020,1
Virtanen21,CP_36b,hCoV-19/Finland/1/2020,hCoV-19/Finland/HEL-12-102/2021,1
Virtanen21,CP_37a,hCoV-19/Finland/1/2020,B.1 full genome,1
Virtanen21,CP_37a,hCoV-19/Finland/1/2020,hCoV-19/Finland/85HEL/2020,1
Virtanen21,CP_37a,hCoV-19/Finland/1/2020,hCoV-19/Finland/HEL-12-102/2021,1
Virtanen21,CP_37b,hCoV-19/Finland/1/2020,B.1 full genome,1
Virtanen21,CP_37b,hCoV-19/Finland/1/2020,hCoV-19/Finland/85HEL/2020,1
Virtanen21,CP_37b,hCoV-19/Finland/1/2020,hCoV-19/Finland/HEL-12-102/2021,1
Supasa21,CP_4,B.1.1.7 full genome,VIC,1
Virtanen21,CP_41a,hCoV-19/Finland/1/2020,B.1 full genome,1
Virtanen21,CP_41a,hCoV-19/Finland/1/2020,hCoV-19/Finland/85HEL/2020,1
Virtanen21,CP_41a,hCoV-19/Finland/1/2020,hCoV-19/Finland/HEL-12-102/2021,1
Virtanen21,CP_41b,hCoV-19/Finland/1/2020,B.1 full genome,1
Virtanen21,CP_41b,hCoV-19/Finland/1/2020,hCoV-19/Finland/85HEL/2020,1
Virtanen21,CP_41b,hCoV-19/Finland/1/2020,hCoV-19/Finland/HEL-12-102/2021,1
Virtanen21,CP_43a,hCoV-19/Finland/1/2020,B.1 full genome,1
Virtanen21,CP_43a,hCoV-19/Finland/1/2020,hCoV-19/Finland/85HEL/2020,1
Virtanen21,CP_43a,hCoV-19/Finland/1/2020,hCoV-19/Finland/HEL-12-102/2021,1
Virtanen21,CP_43b,hCoV-19/Finland/1/2020,B.1 full genome,1
Virtanen21,CP_43b,hCoV-19/Finland/1/2020,hCoV-19/Finland/85HEL/2020,1
Virtanen21,CP_43b,hCoV-19/Finland/1/2020,hCoV-19/Finland/HEL-12-102/2021,1
Virtanen21,CP_46a,hCoV-19/Finland/1/2020,B.1 full genome,1
Virtanen21,CP_46a,hCoV-19/Finland/1/2020,hCoV-19/Finland/85HEL/2020,1
Virtanen21,CP_46a,hCoV-19/Finland/1/2020,hCoV-19/Finland/HEL-12-102/2021,1
Virtanen21,CP_46b,hCoV-19/Finland/1/2020,B.1 full genome,1
Virtanen21,CP_46b,hCoV-19/Finland/1/2020,hCoV-19/Finland/85HEL/2020,1
Virtanen21,CP_46b,hCoV-19/Finland/1/2020,hCoV-19/Finland/HEL-12-102/2021,1
Supasa21,CP_5,B.1.1.7 full genome,VIC,1
Virtanen21,CP_51a,hCoV-19/Finland/1/2020,B.1 full genome,1
Virtanen21,CP_51a,hCoV-19/Finland/1/2020,hCoV-19/Finland/85HEL/2020,1
Virtanen21,CP_51a,hCoV-19/Finland/1/2020,hCoV-19/Finland/HEL-12-102/2021,1
Virtanen21,CP_51b,hCoV-19/Finland/1/2020,B.1 full genome,1
Virtanen21,CP_51b,hCoV-19/Finland/1/2020,hCoV-19/Finland/85HEL/2020,1
Virtanen21,CP_51b,hCoV-19/Finland/1/2020,hCoV-19/Finland/HEL-12-102/2021,1
Supasa21,CP_6,B.1.1.7 full genome,VIC,1
Supasa21,CP_7,B.1.1.7 full genome,VIC,1
Supasa21,CP_8,B.1.1.7 full genome,VIC,1
Supasa21,CP_9,B.1.1.7 full genome,VIC,1
Cele21,CP_B.1.1.117+S:484K,hCoV-19/South Africa/KRISP-K002868/2020,hCoV-19/South Africa/KRISP-K005325/2020,1
Cele21,CP_B.1.1.117_01,hCoV-19/South Africa/KRISP-K002868/2020,hCoV-19/South Africa/KRISP-K005325/2020,1
Cele21,CP_B.1.1.117_02,hCoV-19/South Africa/KRISP-K002868/2020,hCoV-19/South Africa/KRISP-K005325/2020,1
Cele21,CP_B.1.1.117_03,hCoV-19/South Africa/KRISP-K002868/2020,hCoV-19/South Africa/KRISP-K005325/2020,1
Cele21,CP_B.1.1.117_04,hCoV-19/South Africa/KRISP-K002868/2020,hCoV-19/South Africa/KRISP-K005325/2020,1
Cele21,CP_B.1.1.117_05,hCoV-19/South Africa/KRISP-K002868/2020,hCoV-19/South Africa/KRISP-K005325/2020,1
Cele21,CP_B.1.1.117_06,hCoV-19/South Africa/KRISP-K002868/2020,hCoV-19/South Africa/KRISP-K005325/2020,1
Cele21,CP_B.1.1.117_07,hCoV-19/South Africa/KRISP-K002868/2020,hCoV-19/South Africa/KRISP-K005325/2020,1
Cele21,CP_B.1.1.117_08,hCoV-19/South Africa/KRISP-K002868/2020,hCoV-19/South Africa/KRISP-K005325/2020,1
Cele21,CP_B.1.1.117_09,hCoV-19/South Africa/KRISP-K002868/2020,hCoV-19/South Africa/KRISP-K005325/2020,1
Cele21,CP_B.1.1.117_10,hCoV-19/South Africa/KRISP-K002868/2020,hCoV-19/South Africa/KRISP-K005325/2020,1
Cele21,CP_B.1.1.117_11,hCoV-19/South Africa/KRISP-K002868/2020,hCoV-19/South Africa/KRISP-K005325/2020,1
Cele21,CP_B.1.1.117_12,hCoV-19/South Africa/KRISP-K002868/2020,hCoV-19/South Africa/KRISP-K005325/2020,1
Cele21,CP_B.1.1.117_13,hCoV-19/South Africa/KRISP-K002868/2020,hCoV-19/South Africa/KRISP-K005325/2020,1
Zhang21c,CP_B.1.1.7,B.1.1.7 Spike:-144del+145del,B.1.1.298 Spike:+69del+70del,4
Zhang21c,CP_B.1.1.7,B.1.1.7 Spike:-144del+145del,B.1.1.318 Spike,4
Zhang21c,CP_B.1.1.7,B.1.1.7 Spike:-144del+145del,B.1.351 Spike:-18F-246I,4
Zhang21c,CP_B.1.1.7,B.1.1.7 Spike:-144del+145del,B.1.429 Spike,4
Zhang21c,CP_B.1.1.7,B.1.1.7 Spike:-144del+145del,B.1.525 Spike,4
Zhang21c,CP_B.1.1.7,B.1.1.7 Spike:-144del+145del,B.1.526 Spike,4
Zhang21c,CP_B.1.1.7,B.1.1.7 Spike:-144del+145del,B.1.526 v.2 Spike,4
Zhang21c,CP_B.1.1.7,B.1.1.7 Spike:-144del+145del,P.1 Spike,4
Zhang21c,CP_B.1.1.7,B.1.1.7 Spike:-144del+145del,P.2 Spike,4
Zhang21c,CP_B.1.1.7,B.1.1.7 Spike:-144del+145del,S:417N+614G,4
Zhang21c,CP_B.1.1.7,B.1.1.7 Spike:-144del+145del,S:417T+614G,4
Zhang21c,CP_B.1.1.7,B.1.1.7 Spike:-144del+145del,S:452R+614G,4
Zhang21c,CP_B.1.1.7,B.1.1.7 Spike:-144del+145del,S:453F+614G,4
Zhang21c,CP_B.1.1.7,B.1.1.7 Spike:-144del+145del,S:477N+614G,4
Zhang21c,CP_B.1.1.7,B.1.1.7 Spike:-144del+145del,S:484K+614G,4
Zhang21c,CP_B.1.1.7,B.1.1.7 Spike:-144del+145del,S:501Y+614G,4
Zhang21c,CP_B.1.1.7,B.1.1.7 Spike:-144del+145del,S:614G,4
Trinite21,CP_B.1.1.7_01,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
Trinite21,CP_B.1.1.7_01,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,Wuhan-Hu-1,1
Faulkner21,CP_B.1.1.7_01,hCoV-19/England/204690005/2020,501Y.V2.HV001,1
Faulkner21,CP_B.1.1.7_01,hCoV-19/England/204690005/2020,hCoV-19/England/02/2020,1
Trinite21,CP_B.1.1.7_02,S:69del+70del+141del+501Y+570D+614G+681H+716I+982A,S:614G,1
